Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2010,Fall,LER,100,0,29,8,9,6,1,1,2,1,0,1,2,3,0,"Michael, David A",3.28,A-,0.82,Michael
2010,Fall,LER,100,1,6,4,4,3,2,0,1,1,1,2,0,6,0,"Stewart, Beverly L",2.49,B,1.01,Stewart
2010,Fall,LER,100,1,7,3,1,4,2,0,2,2,2,0,1,4,0,"Lesniewski, Jacob P",2.56,B,1.03,Lesniewski
2010,Fall,LER,100,3,9,2,3,2,1,1,2,0,0,0,0,5,3,"Lundy, Catherine M",2.87,A-,0.83,Lundy
2010,Fall,LER,110,0,5,4,2,6,2,2,1,1,0,2,0,3,2,"Saute, Robert",2.68,B,0.88,Saute
2010,Fall,LER,110,0,3,5,1,6,0,2,1,3,0,2,0,7,0,"Labarbera-Twaro, Emily",2.18,B,1.0,Labarbera-Twaro
2010,Fall,LER,110,0,8,3,4,7,0,0,5,0,0,1,2,3,0,"Wilson, Kimberly A",2.72,B,0.98,Wilson
2010,Fall,LER,110,0,19,10,3,8,3,1,5,2,0,1,0,2,0,"Schiavone, Michael",3.17,A-,0.79,Schiavone
2010,Fall,LER,110,1,10,4,2,0,3,0,2,2,1,0,0,1,0,"Sneiderman, Marilyn G",3.15,A-,0.88,Sneiderman
2010,Fall,LER,120,0,6,3,5,0,0,1,1,2,1,3,0,5,0,"Sacco, Michael J",2.36,B+,1.12,Sacco
2010,Fall,LER,120,3,13,5,4,7,1,1,3,4,2,3,0,4,2,"King, Judith L",2.8,B+,1.0,King
2010,Fall,LER,590,0,22,0,1,1,0,0,0,0,0,0,0,0,0,"Leroy, Michael H",3.93,A,0.24,Leroy
2010,Fall,LER,590,7,11,18,10,4,3,1,0,0,0,0,0,0,0,"Lubotsky, Darren H",3.59,A-,0.42,Lubotsky
2010,Fall,LER,593,1,14,15,11,9,5,0,0,0,0,0,0,0,0,"Brown, Kristine",3.49,A-,0.43,Brown
2010,Fall,LING,210,7,11,20,6,1,4,0,0,0,0,0,0,0,1,"Molina Munoz, Adriana",3.65,A-,0.38,Molina Munoz
2010,Fall,LLS,100,14,1,3,0,2,0,1,0,1,0,0,0,0,1,"Ramos, Teresa M",3.68,A+,0.62,Ramos
2010,Fall,MATH,2,3,3,4,5,8,1,5,5,2,3,2,3,4,3,"Wahl, Katherine A",2.4,B-,0.99,Wahl
2010,Fall,MATH,115,2,21,6,29,41,11,32,50,6,20,20,4,36,3,"McNeilly, Jennifer R",2.15,C+,0.89,McNeilly
2010,Fall,MATH,125,3,15,32,25,53,52,32,34,19,6,10,6,4,9,"Muncaster, Robert G",2.64,B-,0.79,Muncaster
2010,Fall,MATH,125,4,4,6,18,22,26,22,21,8,6,3,2,5,2,"Im, Mee Seong",2.51,B-,0.73,Im
2010,Fall,MATH,181,0,2,1,2,6,3,0,2,3,0,3,1,3,1,"Thiel, Johann",2.19,B-,0.95,Thiel
2010,Fall,MATH,181,2,3,3,5,12,4,3,4,4,3,2,0,4,1,"Oikhberg, Timur",2.49,B,0.84,Oikhberg
2010,Fall,MATH,181,4,8,4,4,2,1,1,0,0,0,1,0,0,0,"Funk, Kelly B",3.52,A-,0.69,Funk
2010,Fall,MATH,181,0,2,5,1,3,5,0,1,0,1,1,0,2,0,"Csima, Nora E",2.68,B,0.82,Csima
2010,Fall,MATH,213,0,7,4,4,2,3,2,5,1,1,1,1,0,0,"Ash, Carol",2.88,B,0.97,Ash
2010,Fall,MATH,213,0,10,2,2,4,4,0,3,3,0,2,3,0,0,"Ivanov, Sergei V",2.78,B,1.14,Ivanov
2010,Fall,MATH,220,3,13,1,0,3,0,0,0,1,0,0,0,0,0,"Lenz, John E",3.73,A,0.58,Lenz
2010,Fall,MATH,220,35,127,39,37,112,36,30,90,16,29,47,9,57,5,"Murphy, Robert F",2.58,B,0.99,Murphy
2010,Fall,MATH,221,1,4,12,8,7,3,9,3,2,1,0,0,2,0,"Ando, Matthew A",2.91,B,0.7,Ando
2010,Fall,MATH,221,4,23,14,30,49,16,32,29,6,14,17,0,16,1,"Mortensen, Karen P",2.51,B-,0.85,Mortensen
2010,Fall,MATH,221,1,44,69,73,76,63,47,29,21,7,5,0,11,1,"Boca, Florin",2.89,B,0.7,Boca
2010,Fall,MATH,221,11,15,27,32,35,31,27,20,15,9,8,2,7,0,"Miles, Joseph B",2.71,B,0.82,Miles
2010,Fall,MATH,225,0,11,13,8,7,8,8,3,1,0,0,0,1,0,"Rosenblatt, Joseph M",3.12,B+,0.65,Rosenblatt
2010,Fall,MATH,225,1,5,1,4,10,1,1,3,1,0,0,0,3,1,"Siudeja, Bartlomiej A",2.79,B,0.7,Siudeja
2010,Fall,MATH,231,8,47,18,20,17,12,9,25,9,8,12,1,17,1,"McCarthy, Randy",2.68,B,0.99,McCarthy
2010,Fall,MATH,231,32,18,24,25,11,20,17,17,10,8,4,4,11,8,"Bergvelt, Maarten J",2.81,B,0.93,Bergvelt
2010,Fall,MATH,231,17,27,38,32,37,19,22,17,9,11,8,2,2,0,"Ahlgren, Scott D",2.94,B,0.87,Ahlgren
2010,Fall,MATH,231,10,13,24,24,23,22,22,25,8,6,4,0,6,0,"Laugesen, Richard S",2.75,B,0.79,Laugesen
2010,Fall,MATH,231,2,6,8,2,3,0,0,2,0,0,0,0,2,1,"Pan, Ziying",3.24,A-,0.61,Pan
2010,Fall,MATH,231,1,4,1,5,4,4,0,2,0,0,0,0,0,0,"D'Angelo, John P",3.19,B+,0.6,D'Angelo
2010,Fall,MATH,241,7,13,5,5,20,4,5,7,1,1,4,2,4,1,"Yancey, Matthew P",2.82,B,0.92,Yancey
2010,Fall,MATH,241,1,12,5,3,1,3,3,2,1,0,0,0,0,0,"Tumanov, Alexander E",3.36,A-,0.74,Tumanov
2010,Fall,MATH,241,4,5,3,4,7,4,2,2,0,0,0,0,1,0,"Hildebrand, A J",3.15,B+,0.63,Hildebrand
2010,Fall,MATH,241,7,4,1,3,7,0,4,5,0,6,0,0,1,1,"Dixit, Atul A",2.79,B,0.96,Dixit
2010,Fall,MATH,241,11,41,16,25,77,10,41,72,9,21,36,1,59,12,"Carty, Thomas E",2.21,C+,0.93,Carty
2010,Fall,MATH,241,12,79,0,18,119,0,7,129,0,0,18,0,40,8,"Schenck, Henry K",2.54,B,0.86,Schenck
2010,Fall,MATH,241,7,24,18,16,18,8,18,13,14,5,3,4,10,1,"Dunfield, Nathan M",2.67,B,0.93,Dunfield
2010,Fall,MATH,241,4,11,5,1,5,5,2,7,2,0,1,0,0,0,"Mackay, John M",3.09,B,0.88,Mackay
2010,Fall,MATH,285,5,44,0,0,61,0,0,24,0,0,11,0,10,0,"Manfroi, Aldo J",2.83,B,0.89,Manfroi
2010,Fall,MATH,285,11,6,13,6,8,3,4,6,6,1,3,3,2,0,"Nikolaev, Igor G",2.85,B+,1.01,Nikolaev
2010,Fall,MATH,285,3,14,4,3,18,4,0,9,3,0,7,0,2,1,"Hur, Mi Kyoung",2.8,B,0.96,Hur
2010,Fall,MATH,285,3,18,6,1,8,1,2,5,2,0,6,0,3,2,"Hieronymi, Philipp C",2.91,B+,1.03,Hieronymi
2010,Fall,MATH,285,2,18,10,6,7,13,3,3,1,0,0,0,1,2,"Kutzarova-Ford, Denka N",3.24,B+,0.66,Kutzarova-Ford
2010,Fall,MATH,285,5,16,0,5,13,0,2,11,0,0,6,0,10,1,"Parrish, Andrew J",2.53,B,1.0,Parrish
2010,Fall,MATH,286,10,14,12,15,14,17,13,9,13,0,10,0,5,0,"Bronski, Jared C",2.71,B-,0.9,Bronski
2010,Fall,MATH,286,0,12,10,9,2,8,1,3,2,1,0,0,0,0,"Carpenter, Bruce",3.23,B+,0.73,Carpenter
2010,Fall,MATH,290,0,6,5,1,6,0,1,2,1,0,1,0,0,0,"Song, Renming",3.16,B+,0.83,Song
2010,Fall,MATH,290,3,27,9,2,5,0,2,2,1,1,1,0,2,0,"Yancey, Matthew P",3.41,A,0.76,Yancey
2010,Fall,MATH,290,0,5,4,4,3,4,1,0,0,0,0,0,0,0,"Carpenter, Bruce",3.33,B+,0.52,Carpenter
2010,Fall,MATH,290,0,20,0,1,0,0,0,0,0,0,0,0,0,0,"Kutzarova-Ford, Denka N",3.97,A,0.14,Kutzarova-Ford
2010,Fall,MATH,299,6,19,12,8,16,10,4,3,0,1,3,0,5,0,"McLaughlin, Immanuel D",3.05,B+,0.76,McLaughlin
2010,Fall,MATH,299,10,13,24,24,23,22,22,25,8,6,4,0,6,0,"Laugesen, Richard S",2.75,B,0.79,Laugesen
2010,Fall,MATH,347,7,12,3,2,2,0,0,0,0,0,0,0,0,0,"Zaharescu, Alexandru",3.83,A,0.31,Zaharescu
2010,Fall,MATH,347,1,5,3,1,4,2,1,6,1,0,0,0,0,0,"Ruan, Zhong-Jin",2.99,B,0.81,Ruan
2010,Fall,MATH,347,0,4,0,0,4,0,0,9,0,0,6,0,1,0,"Parrish, Andrew J",2.17,C,1.01,Parrish
2010,Fall,MATH,347,6,7,6,7,11,5,2,5,0,0,0,0,0,1,"Hundertmark, Dirk",3.23,B+,0.64,Hundertmark
2010,Fall,MATH,415,9,17,11,13,16,18,9,14,10,0,9,1,4,1,"Haboush, William J",2.74,B,0.91,Haboush
2010,Fall,MATH,415,1,10,8,6,13,10,4,6,1,3,4,1,5,1,"Bergvelt, Maarten J",2.65,B,0.89,Bergvelt
2010,Fall,MATH,415,1,11,8,6,3,15,5,2,0,0,1,0,1,1,"Carpenter, Bruce",3.08,B,0.69,Carpenter
2010,Fall,MATH,441,3,5,3,3,2,3,1,5,2,0,1,1,2,0,"Tzirakis, Nikolaos",2.72,B,0.97,Tzirakis
2010,Fall,MATH,444,0,8,0,0,13,0,0,4,0,0,3,1,0,0,"Hinkkanen, Aimo H",2.85,B,1.0,Hinkkanen
2010,Fall,MATH,444,0,6,2,6,10,0,0,3,0,0,0,0,1,0,"Guillou, Bertrand J",3.12,B+,0.58,Guillou
2010,Fall,MATH,453,0,11,3,0,8,2,1,4,1,0,0,0,0,0,"Reznick, Bruce A",3.21,B,0.76,Reznick
2010,Fall,MATH,461,6,8,13,13,9,9,7,6,7,0,2,0,7,1,"Sowers, Richard B",2.76,B,0.81,Sowers
2010,Fall,MATH,461,3,1,4,4,3,2,5,5,2,0,0,0,0,0,"Zharnitsky, Vadim",2.87,B,0.76,Zharnitsky
2010,Fall,MATH,461,0,9,7,2,9,1,2,3,2,0,2,0,1,0,"Song, Renming",3.0,B,0.86,Song
2010,Fall,MATH,471,0,17,11,6,15,7,5,12,2,2,4,3,7,0,"Johnson, Paul H",2.63,B,0.95,Johnson
2010,Fall,MBA,501,5,49,26,17,2,3,0,0,0,0,0,0,0,0,"Noel, Hayden N",3.75,A,0.33,Noel
2010,Fall,MBA,501,2,19,23,6,49,2,1,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D",3.36,B,0.43,Kwon
2010,Fall,MBA,501,2,34,22,26,15,3,0,0,0,0,0,0,0,0,"Petry, Joseph A",3.57,A-,0.39,Petry
2010,Fall,MBA,501,2,32,22,14,23,6,3,0,0,0,0,0,0,0,"Gunsalus, C K",3.48,A-,0.48,Gunsalus
2010,Fall,MBA,501,5,22,21,27,24,3,0,0,0,0,0,0,0,0,"Trotman, Kenneth T",3.48,B+,0.4,Trotman
2010,Fall,MBA,502,3,15,25,26,19,12,1,0,1,0,0,0,0,0,"Anand, Gopesh J",3.37,B+,0.46,Anand
2010,Fall,MBA,502,2,25,15,12,35,11,2,0,0,0,0,0,0,0,"Rybka, Kathryn M",3.35,B+,0.49,Rybka
2010,Fall,MBA,502,6,37,39,10,8,2,0,0,0,0,0,0,0,0,"Noel, Hayden N",3.7,A-,0.33,Noel
2010,Fall,MBA,502,2,26,17,13,37,7,0,0,0,0,0,0,0,0,"Kraatz, Matthew S",3.41,B+,0.45,Kraatz
2010,Fall,MBA,502,4,44,8,11,32,3,0,0,0,0,0,0,0,0,"Wright, William F",3.55,A-,0.47,Wright
2010,Fall,MCB,150,2,6,5,7,2,5,4,4,6,0,1,1,2,0,"Hamilton, Paul W",2.71,B-,0.91,Hamilton
2010,Fall,MCB,150,3,1,4,4,2,1,1,1,3,1,0,0,1,0,"Ghoneim, Mohamed K",2.88,B+,0.86,Ghoneim
2010,Fall,MCB,150,4,10,9,12,7,8,3,3,2,3,1,0,1,0,"Ranoa, Diana Rose E",3.06,B+,0.8,Ranoa
2010,Fall,MCB,150,1,6,7,4,2,0,1,0,1,0,1,0,0,0,"Mehrtens, Bradley G",3.39,A-,0.76,Mehrtens
2010,Fall,MCB,150,0,5,4,3,3,2,2,0,1,0,1,0,0,1,"Oladeji, Lasun",3.16,B+,0.8,Oladeji
2010,Fall,MCB,150,1,6,7,7,5,3,4,2,1,2,2,3,1,0,"Brannick, Katherine E",2.77,B,1.02,Brannick
2010,Fall,MCB,150,3,4,6,7,5,5,5,2,2,1,2,0,2,0,"Li, Yun",2.82,B,0.83,Li
2010,Fall,MCB,150,3,7,12,5,15,6,5,4,4,1,1,1,0,0,"Knowlton, Aaron K",2.99,B,0.81,Knowlton
2010,Fall,MCB,150,4,2,10,4,5,5,8,2,2,2,0,0,0,1,"Huang, Cancan",2.98,B,0.77,Huang
2010,Fall,MCB,244,43,80,34,50,147,35,58,47,28,12,11,9,6,2,"Brown, Chester M",2.9,B,0.84,Brown
2010,Fall,MCB,245,11,10,3,5,1,1,0,0,0,0,0,0,0,1,"Fletcher, Mark A",3.78,A,0.35,Fletcher
2010,Fall,MCB,245,0,3,5,4,2,5,4,0,1,4,1,0,0,0,"Cruz Torres, Aurora M",2.77,B-,0.9,Cruz Torres
2010,Fall,MCB,245,9,10,8,3,2,0,0,0,0,0,0,0,0,0,"Lee, James V",3.79,A,0.3,Lee
2010,Fall,MCB,245,3,9,3,9,2,3,0,0,1,0,0,0,0,0,"Mapes, Janelle E",3.49,A-,0.56,Mapes
2010,Fall,MCB,245,6,7,7,4,3,2,1,0,0,0,1,0,0,0,"Liu, Ruijie",3.51,A-,0.66,Liu
2010,Fall,MCB,245,4,5,2,7,5,3,1,1,2,1,1,0,0,0,"Lee, Francis S",3.11,B+,0.84,Lee
2010,Fall,MCB,245,12,16,9,10,8,2,4,0,0,0,1,0,0,0,"Monahan, Pamela",3.52,A-,0.6,Monahan
2010,Fall,MCB,250,0,2,4,7,7,8,3,3,1,4,2,0,2,0,"Torabi, SeyedFakhreddin",2.57,B-,0.8,Torabi
2010,Fall,MCB,250,0,2,5,8,10,9,7,6,8,2,3,2,4,0,"Tobin, Damien E",2.36,B-,0.82,Tobin
2010,Fall,MCB,250,0,2,1,2,4,5,3,2,1,2,0,0,1,0,"DeSanto, Nicholas E",2.57,B-,0.72,DeSanto
2010,Fall,MCB,250,1,0,1,4,2,3,2,5,1,1,2,0,0,0,"Annamalai, Devi",2.48,B-,0.82,Annamalai
2010,Fall,MCB,250,0,4,6,9,6,1,11,15,5,3,4,1,1,1,"Marciel, Amanda B",2.44,C+,0.86,Marciel
2010,Fall,MCB,251,2,4,5,5,2,1,2,0,0,0,1,0,0,0,"Cox, Courtney L",3.33,A-,0.72,Cox
2010,Fall,MCB,251,1,1,8,3,2,2,3,0,0,1,0,0,0,0,"Abil, Zhanar",3.19,B+,0.67,Abil
2010,Fall,MCB,251,2,4,11,8,11,5,0,0,1,0,0,0,0,0,"Reid, Dylan",3.31,B+,0.49,Reid
2010,Fall,MCB,251,1,5,2,4,7,1,0,1,0,0,0,0,0,0,"Guerra, Francisco M",3.35,B+,0.53,Guerra
2010,Fall,MCB,251,2,5,6,4,2,0,1,0,0,1,0,0,0,0,"Yu, Xiaomin",3.48,A-,0.64,Yu
2010,Fall,MCB,251,1,5,6,2,6,2,1,1,0,0,0,0,0,0,"Ger, Mao-Feng",3.35,A-,0.57,Ger
2010,Fall,MCB,251,3,12,10,8,6,3,2,0,0,1,0,1,0,0,"Zhang, Can",3.39,A-,0.7,Zhang
2010,Fall,MCB,251,4,6,2,5,2,2,2,0,0,0,0,0,0,0,"Wilson, Charles A",3.48,A-,0.56,Wilson
2010,Fall,MCB,251,1,5,8,2,1,2,1,2,0,0,0,0,0,0,"Yu, Pengfei",3.4,A-,0.64,Yu
2010,Fall,MCB,251,4,4,2,4,2,5,0,0,1,0,0,0,0,0,"Hilgenberg, Valerie A",3.35,B+,0.64,Hilgenberg
2010,Fall,MCB,252,1,4,2,4,2,1,4,3,1,0,0,0,0,0,"Geng, Yijie",3.01,B+,0.77,Geng
2010,Fall,MCB,252,0,5,2,1,4,2,2,1,1,2,0,0,1,0,"Hampton-Marcell, Jarrad T",2.81,B,0.87,Hampton-Marcell
2010,Fall,MCB,253,0,7,4,6,2,1,1,0,0,0,0,0,0,0,"Kent, Molly H",3.51,A-,0.47,Kent
2010,Fall,MCB,253,0,4,5,4,4,3,1,0,1,0,0,0,0,0,"Nidhi, Nidhi",3.26,B+,0.59,Nidhi
2010,Fall,MCB,253,1,7,6,9,0,0,0,0,0,0,0,0,0,0,"Padolina, Mark S",3.65,A-,0.29,Padolina
2010,Fall,MCB,301,0,5,5,4,1,3,3,0,0,0,0,0,0,0,"Ghosh, Rimpa",3.32,B+,0.59,Ghosh
2010,Fall,MCB,301,1,12,5,2,2,0,1,0,0,0,0,0,0,0,"Reno, Michael L",3.71,A,0.43,Reno
2010,Fall,MCB,301,0,5,5,4,5,3,0,0,0,0,0,0,0,0,"Allen, Scott M",3.39,B+,0.46,Allen
2010,Fall,MCB,301,1,13,13,11,4,1,0,2,0,0,0,0,0,0,"Hart, Bryan E",3.53,A-,0.48,Hart
2010,Fall,MCB,301,0,21,8,9,6,1,0,1,0,0,0,0,0,0,"Cioni, Joel P",3.61,A-,0.46,Cioni
2010,Fall,MCB,334,0,38,0,0,26,0,0,8,0,0,2,0,0,0,"Ejankowski, Caitlyn L",3.35,A,0.78,Ejankowski
2010,Fall,MCB,334,0,14,0,0,7,0,0,4,0,0,0,0,0,0,"Young, Virginia A",3.4,A,0.75,Young
2010,Fall,MCB,334,0,53,0,0,15,0,0,2,0,0,1,0,0,0,"Daugherty, Timothy H",3.69,A,0.6,Daugherty
2010,Fall,MCB,428,0,8,17,30,12,6,3,0,0,0,0,0,0,0,"Grabner, Gail K",3.33,B+,0.41,Grabner
2010,Fall,ME,310,6,8,4,8,8,6,5,10,7,0,1,0,0,1,"Pantano-Rubino, Carlos A",2.88,B,0.85,Pantano-Rubino
2010,Fall,ME,320,1,10,15,9,5,2,2,1,2,0,1,0,0,1,"Sinha, Sanjiv",3.34,A-,0.69,Sinha
2010,Fall,ME,330,2,6,10,16,9,15,8,4,2,1,0,0,0,0,"Jasiuk, Iwona M",3.02,B,0.64,Jasiuk
2010,Fall,ME,340,1,13,0,0,16,0,0,9,0,0,2,0,0,0,"Vakakis, Alexander F",3.02,B,0.87,Vakakis
2010,Fall,ME,360,4,10,8,4,3,8,3,1,1,0,0,0,0,0,"Toussaint, Kimani C",3.33,A-,0.66,Toussaint
2010,Fall,ME,370,0,14,0,2,10,0,2,5,0,0,0,0,0,1,"Socie, Darrell F",3.25,B,0.74,Socie
2010,Fall,ME,371,1,20,0,6,3,0,0,0,0,0,0,0,0,0,"Downing, Stephen D",3.77,A,0.37,Downing
2010,Fall,ME,371,6,10,17,4,5,0,0,0,0,0,0,0,0,0,"Saif, M Taher A",3.68,A-,0.33,Saif
2010,Fall,MS,101,3,3,13,4,2,2,0,0,0,0,0,0,0,0,"Chen, Wenrui",3.57,A-,0.37,Chen
2010,Fall,MS,101,8,6,5,2,1,1,0,0,1,0,0,0,0,0,"Goel, Koeli M",3.68,A,0.55,Goel
2010,Fall,MS,101,4,8,4,4,3,3,0,0,0,0,0,0,0,0,"Stanfill, Melissa K",3.58,A-,0.48,Stanfill
2010,Fall,MS,101,0,32,24,4,0,0,0,0,0,0,0,0,0,0,"Redmond, Dennis R",3.82,A,0.21,Redmond
2010,Fall,MS,101,0,15,3,5,3,2,0,0,0,0,0,0,0,1,"Rasmusson, Sarah L",3.64,A,0.44,Rasmusson
2010,Fall,MS,264,1,16,10,6,2,0,1,0,0,0,0,0,0,0,"Niesen, Molly",3.69,A-,0.38,Niesen
2010,Fall,MS,326,1,4,8,8,10,7,7,5,2,1,0,1,0,0,"Kwon, Jungmin",2.9,B,0.74,Kwon
2010,Fall,MS,356,0,7,5,3,6,6,0,2,1,0,0,0,1,0,"Glennon, Ivy",3.1,B,0.65,Glennon
2010,Fall,MSE,280,4,17,2,16,14,8,3,2,2,2,3,0,0,0,"Dillon, Shen J",3.12,B+,0.81,Dillon
2010,Fall,MUS,103,23,15,6,4,4,4,0,3,0,1,0,0,3,1,"Seo, Ju Ri",3.45,A,0.64,Seo
2010,Fall,MUS,107,3,3,1,2,7,1,1,1,2,0,0,0,0,0,"Kim, Taehi",3.13,B,0.74,Kim
2010,Fall,MUS,110,0,1,5,1,6,6,2,1,0,0,0,1,1,0,"Schokmiller, Michael G",2.79,B,0.69,Schokmiller
2010,Fall,MUS,133,0,75,0,0,49,0,0,15,0,0,5,0,10,3,"Turino, Thomas R",3.13,B,0.8,Turino
2010,Fall,MUS,207,2,6,7,3,1,0,0,1,0,0,0,0,1,0,"Reyes, Deovides A",3.46,A-,0.49,Reyes
2010,Fall,MUS,250,0,50,3,0,0,0,0,1,0,0,1,0,0,0,"Bergonzi, Louis S",3.89,A,0.48,Bergonzi
2010,Fall,MUS,250,0,25,3,2,0,0,0,0,0,0,0,0,0,1,"Shin, Ena",3.92,A,0.19,Shin
2010,Fall,MUS,499,1,4,2,1,9,3,1,3,2,0,0,0,0,0,"Taylor, Stephen A",2.98,B,0.72,Taylor
2010,Fall,NPRE,201,0,38,22,3,1,1,0,1,0,0,0,0,1,0,"Singer, Clifford E",3.74,A,0.34,Singer
2010,Fall,NRES,102,58,132,104,77,58,29,18,14,7,4,6,2,11,6,"David, Mark B",3.35,A-,0.68,David
2010,Fall,NRES,419,12,7,16,9,7,2,1,1,1,0,0,0,1,0,"Endress, Anton G",3.46,A-,0.53,Endress
2010,Fall,NUTR,510,3,11,0,0,9,0,0,6,0,0,3,0,0,0,"Swanson, Kelly S",3.06,B,1.0,Swanson
2010,Fall,PHIL,101,0,5,12,18,22,7,6,0,1,0,0,0,0,1,"Harper, Aaron M",3.16,B,0.47,Harper
2010,Fall,PHIL,101,3,2,12,13,6,14,7,0,2,0,2,3,7,0,"O'Connell, Derek R",2.62,B,0.83,O'Connell
2010,Fall,PHIL,101,0,14,21,13,15,0,4,1,0,1,0,0,3,0,"Craw, John J",3.25,B+,0.54,Craw
2010,Fall,PHIL,101,3,1,20,22,2,10,3,1,2,0,0,1,1,0,"Coulter, Richard B",3.16,B+,0.62,Coulter
2010,Fall,PHIL,101,0,2,7,7,6,5,2,2,1,2,0,0,0,0,"Remhof, Justin M",2.98,B,0.7,Remhof
2010,Fall,PHIL,101,0,14,17,13,18,7,2,2,0,0,0,0,3,0,"Harmon, Ian T",3.2,B+,0.51,Harmon
2010,Fall,PHIL,102,0,9,9,12,11,9,5,4,1,1,0,0,0,2,"Plebuch, Damian V",3.09,B,0.65,Plebuch
2010,Fall,PHIL,102,2,7,11,5,9,15,2,1,3,0,0,1,3,0,"Hegger, Ian M",2.92,B,0.71,Hegger
2010,Fall,PHIL,102,0,5,8,16,11,15,4,3,3,0,0,0,0,0,"Bowen, Adam J",3.02,B,0.58,Bowen
2010,Fall,PHIL,102,0,10,9,10,15,4,6,2,3,2,0,1,0,1,"Anderson, Lucas J",3.04,B,0.77,Anderson
2010,Fall,PHIL,103,4,6,10,6,5,2,1,7,1,0,1,0,4,0,"Higgins, Andrew A",2.89,B+,0.81,Higgins
2010,Fall,PHIL,103,4,5,8,7,5,5,2,2,1,0,5,1,2,1,"Tomaszewski, Christopher",2.83,B+,0.97,Tomaszewski
2010,Fall,PHIL,105,0,17,18,16,15,6,2,1,0,1,0,0,0,1,"Wassell, Michael D",3.37,B+,0.53,Wassell
2010,Fall,PHIL,105,0,7,16,10,12,6,5,1,2,1,0,0,1,0,"Strauss, Gregg P",3.12,B+,0.63,Strauss
2010,Fall,PHIL,105,1,8,6,6,10,3,4,0,0,0,0,0,0,0,"Wang, Yirong",3.3,B+,0.54,Wang
2010,Fall,PHYS,100,18,91,72,44,102,9,18,7,2,0,4,0,0,2,"Gladding, Gary E",3.38,B+,0.59,Gladding
2010,Fall,PHYS,101,35,60,37,31,45,53,54,57,44,23,17,24,4,4,"Gammie, Charles F",2.63,B-,1.0,Gammie
2010,Fall,PHYS,102,14,36,26,22,26,25,24,15,20,6,9,3,3,0,"Chemla, Yann R",2.85,B,0.92,Chemla
2010,Fall,PHYS,211,112,99,61,61,52,41,35,30,25,22,10,24,13,10,"Stelzer, Timothy J",3.03,B+,0.99,Stelzer
2010,Fall,PHYS,212,31,42,33,40,34,42,35,26,25,9,8,4,4,7,"Beck, Douglas H",2.88,B,0.88,Beck
2010,Fall,PHYS,212,69,97,66,60,55,87,52,58,45,37,20,6,9,3,"Gladding, Gary E",2.86,B,0.94,Gladding
2010,Fall,PHYS,213,43,42,37,41,58,47,50,29,26,33,20,11,20,4,"Thaler, Jon J",2.63,B-,0.96,Thaler
2010,Fall,PHYS,214,34,37,50,42,57,47,53,54,41,32,19,7,13,9,"Thaler, Jon J",2.61,B-,0.92,Thaler
2010,Fall,PLPA,407,3,25,13,8,9,8,0,4,2,0,1,0,0,0,"Pataky, Jerald K",3.38,A-,0.71,Pataky
2010,Fall,PS,101,6,12,22,30,30,28,13,15,5,1,4,2,3,2,"Miler, Kristina C",2.88,B,0.74,Miler
2010,Fall,PS,101,0,18,0,0,7,0,0,0,0,0,1,0,0,0,"Miller, Joseph T",3.62,A,0.68,Miller
2010,Fall,PS,240,12,24,3,5,5,0,2,4,1,0,0,1,5,0,"Kent, Andrea K",3.25,A,0.79,Kent
2010,Fall,PS,280,0,5,6,2,4,2,0,2,0,0,0,0,0,0,"Hastings, Laura A",3.33,A-,0.61,Hastings
2010,Fall,PS,280,2,1,6,17,12,5,8,3,3,0,2,0,5,4,"Irish, Adam C",2.68,B,0.69,Irish
2010,Fall,PS,300,0,7,11,5,0,0,0,0,0,0,0,0,0,0,"Weir, Bonnie A",3.7,A-,0.24,Weir
2010,Fall,PS,300,3,11,7,5,6,9,1,1,1,0,0,0,1,0,"Dragu, Tiberiu C",3.25,B+,0.62,Dragu
2010,Fall,PS,300,6,12,13,8,2,2,1,0,0,0,0,0,2,0,"Sin, Gisela",3.48,A-,0.43,Sin
2010,Fall,PS,300,0,2,1,4,10,0,0,5,0,0,1,0,0,0,"Malekafzali, Farhad",2.87,B,0.71,Malekafzali
2010,Fall,PSYC,100,3,9,5,5,2,3,2,2,0,0,0,0,1,0,"Jessee, Allison C",3.3,A-,0.64,Jessee
2010,Fall,PSYC,100,7,15,11,25,15,8,7,5,1,0,0,0,1,0,"Nowak, Brenna M",3.22,B+,0.6,Nowak
2010,Fall,PSYC,100,9,24,14,33,31,21,22,14,5,4,10,0,10,3,"Luke, Steven G",2.77,B,0.82,Luke
2010,Fall,PSYC,100,3,92,0,0,83,0,0,88,0,0,5,0,8,1,"Srull, Thomas K",2.9,B,0.86,Srull
2010,Fall,PSYC,100,4,11,11,12,17,12,7,8,2,2,3,1,2,0,"Seiler, Stephanie N",2.88,B,0.81,Seiler
2010,Fall,PSYC,100,5,13,8,16,21,12,7,5,1,1,2,1,1,0,"Bohn, Lauren E",3.03,B,0.74,Bohn
2010,Fall,PSYC,100,6,8,4,23,16,8,11,7,4,0,2,1,0,0,"Jensen, Melinda S",2.95,B,0.76,Jensen
