Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2022,Fall,CI,450,0,20,2,1,0,0,0,0,0,0,0,0,0,0,"Kirby, Emma N",3.94,A,0.16,Kirby
2022,Fall,CI,450,0,22,1,1,1,0,0,0,0,0,0,0,1,0,"Leonardi, Nicholas J",3.77,A,0.27,Leonardi
2022,Fall,CI,450,0,22,2,0,0,1,0,0,0,0,0,0,0,0,"Katz, Joshua E",3.92,A,0.27,Katz
2022,Fall,CI,452,0,18,2,0,1,0,0,0,0,0,0,0,0,0,"Lewis, Alisha L",3.92,A,0.23,Lewis
2022,Fall,CI,467,1,18,1,0,0,2,0,0,0,0,0,0,0,0,"Moller, Karla J",3.86,A,0.38,Moller
2022,Fall,CI,467,4,15,2,2,3,0,0,1,0,0,0,0,0,0,"Verma, Bhakti",3.74,A,0.48,Verma
2022,Fall,CI,476,0,26,10,0,5,1,0,1,0,0,0,0,0,0,"MacGregor, Nancy A",3.73,A,0.45,MacGregor
2022,Fall,CLCV,102,134,27,19,10,10,4,6,4,4,0,0,0,5,1,"Jennings, Elisa T",3.66,A+,0.54,Jennings
2022,Fall,CLCV,115,8,14,1,0,4,0,0,1,0,0,0,0,3,0,"Fenton, Vaughn H",3.41,A,0.58,Fenton
2022,Fall,CLCV,115,11,14,0,0,3,0,0,1,0,0,0,0,2,0,"Rudman, Nicholas A",3.58,A,0.51,Rudman
2022,Fall,CLCV,115,5,50,1,1,1,0,0,1,0,0,1,0,1,0,"Rahat, Guy",3.82,A,0.48,Rahat
2022,Fall,CLCV,115,4,39,1,2,5,1,0,1,1,1,0,1,4,1,"Knierim, Michael",3.43,A,0.74,Knierim
2022,Fall,CLCV,115,8,45,0,2,2,0,0,1,0,0,1,0,4,0,"Sotiroudis, Panagiotis",3.61,A,0.54,Sotiroudis
2022,Fall,CLCV,115,8,17,0,0,2,1,0,0,0,0,0,0,3,0,"Baronovic, Joseph R",3.51,A,0.48,Baronovic
2022,Fall,CLCV,115,2,20,1,4,3,0,0,1,0,0,0,0,0,0,"Reymann, Emma F",3.74,A,0.47,Reymann
2022,Fall,CLCV,115,8,72,1,0,9,0,0,1,2,0,0,1,1,0,"Vandervelde, Amy K",3.75,A,0.57,Vandervelde
2022,Fall,CLCV,220,5,6,0,2,4,0,0,1,0,0,0,0,3,0,"Walters, Brian C",3.08,A,0.71,Walters
2022,Fall,CLCV,224,45,12,1,0,2,0,1,0,0,0,0,0,1,0,"Hay, Brenden",3.87,A+,0.28,Hay
2022,Fall,CLCV,224,0,54,1,2,2,0,1,0,0,0,0,0,0,0,"Martinez, Jeffery D",3.91,A,0.3,Martinez
2022,Fall,CLCV,224,0,53,0,1,3,0,0,0,0,0,0,0,2,1,"Oliveira, Marcella",3.8,A,0.27,Oliveira
2022,Fall,CLCV,224,0,58,0,0,3,0,0,2,0,0,0,0,0,0,"McQueen, Kelli A",3.89,A,0.4,McQueen
2022,Fall,CLCV,224,8,18,1,0,1,0,1,0,0,0,0,0,2,0,"Warnement, Sophia I",3.65,A,0.42,Warnement
2022,Fall,CMN,101,5,29,2,4,2,1,1,0,1,1,1,0,0,0,"Stewart, Nathaniel M",3.65,A,0.72,Stewart
2022,Fall,CMN,101,17,49,10,5,6,1,1,1,0,0,0,0,4,0,"Alberti, George L",3.64,A,0.42,Alberti
2022,Fall,CMN,101,0,14,3,1,2,1,1,0,1,0,0,0,0,0,"Gailey, Benjamin J",3.61,A,0.63,Gailey
2022,Fall,CMN,101,8,7,3,1,1,1,0,0,3,0,0,0,0,0,"Hartley, Jason M",3.54,A,0.79,Hartley
2022,Fall,CMN,101,0,14,14,3,4,4,0,2,0,1,0,0,3,1,"Gallo, Franklin",3.23,A-,0.65,Gallo
2022,Fall,CMN,101,1,11,9,0,1,1,1,0,0,0,0,0,0,0,"Bishop, Mardia J",3.71,A,0.43,Bishop
2022,Fall,CMN,101,0,7,6,2,3,2,1,0,0,1,0,0,0,0,"Cox, Drew",3.39,A-,0.67,Cox
2022,Fall,CMN,101,2,9,5,3,1,1,1,0,1,0,0,0,0,0,"Livingston, Noah M",3.57,A-,0.61,Livingston
2022,Fall,CMN,101,1,16,1,1,3,0,0,0,1,0,0,0,0,0,"Choudhry, Bisma N",3.72,A,0.56,Choudhry
2022,Fall,CMN,101,0,6,4,3,4,2,0,1,1,0,0,0,0,1,"Niemeyer, Frank",3.32,B+,0.65,Niemeyer
2022,Fall,CMN,101,10,19,7,1,7,2,0,0,0,0,0,0,1,0,"Salas, Mia J",3.65,A,0.43,Salas
2022,Fall,CMN,101,2,17,10,2,6,4,1,1,1,1,0,0,0,0,"Balester, Nathan",3.45,A-,0.68,Balester
2022,Fall,CMN,101,0,15,22,5,13,3,2,2,2,2,0,1,1,1,"Bunch, Caroline M",3.23,A-,0.75,Bunch
2022,Fall,CMN,101,0,16,3,0,1,0,0,2,0,1,0,0,0,0,"Knight, Aaron W",3.62,A,0.76,Knight
2022,Fall,CMN,101,1,26,6,8,2,1,0,0,0,0,0,0,1,0,"McGowan, Kathleen L",3.67,A,0.36,McGowan
2022,Fall,CMN,101,2,17,9,3,7,3,1,1,1,0,0,0,1,0,"St John, Jeremiah",3.42,A-,0.6,St John
2022,Fall,CMN,101,0,2,3,3,7,5,5,6,3,5,0,0,5,0,"Tchamdjoci, Monet D",2.24,C+,0.77,Tchamdjoci
2022,Fall,CMN,101,0,18,1,4,6,4,1,3,3,0,1,0,6,0,"Persad-Maharaj, Tamara",2.81,B,0.89,Persad-Maharaj
2022,Fall,CMN,101,0,16,9,6,5,3,1,2,1,0,1,0,1,0,"Rohlfes, Alex I",3.31,A-,0.71,Rohlfes
2022,Fall,CMN,101,0,4,13,6,10,1,5,1,0,0,2,0,4,0,"Fujimoto, Elinor M",2.87,B+,0.72,Fujimoto
2022,Fall,CMN,101,0,20,10,6,3,2,1,1,0,0,0,0,3,0,"Brewster, Jamille L",3.38,A-,0.53,Brewster
2022,Fall,CMN,101,0,7,10,5,10,6,2,2,2,0,1,0,1,0,"Gerlikovski, Emily R",3.05,B,0.7,Gerlikovski
2022,Fall,CMN,111,0,16,4,1,0,0,0,0,0,1,0,0,0,0,"Klajbor-Smith, Michael F",3.79,A,0.57,Klajbor-Smith
2022,Fall,CMN,111,0,37,1,1,3,0,0,0,0,0,0,0,2,0,"Sanders, Jacob D",3.73,A,0.32,Sanders
2022,Fall,CMN,230,12,15,11,8,5,4,2,2,0,0,1,0,0,0,"Farnworth, Megan J",3.51,A-,0.64,Farnworth
2022,Fall,CMN,230,10,16,7,6,5,6,3,3,0,1,1,0,0,1,"Kelpinski, Lindsay F",3.38,A-,0.76,Kelpinski
2022,Fall,CMN,232,0,42,7,2,2,3,0,1,0,0,0,0,0,0,"Eberline, Ana Lisa P",3.8,A,0.43,Eberline
2022,Fall,CMN,260,8,21,12,7,3,3,1,1,0,0,1,1,1,0,"Pool, Kirsten",3.5,A-,0.69,Pool
2022,Fall,CMN,260,3,10,16,3,9,4,2,4,0,0,0,0,2,0,"Babu, Sara",3.23,A-,0.62,Babu
2022,Fall,CMN,260,12,10,7,4,8,3,3,4,5,0,0,0,3,0,"Hartman, Daniel",3.09,B+,0.8,Hartman
2022,Fall,CMN,326,9,2,5,3,2,2,2,0,2,0,0,0,2,0,"Schneider, Abigail M",3.16,A-,0.73,Schneider
2022,Fall,CMN,326,3,13,6,8,4,5,4,4,2,7,1,1,1,0,"Morrow, Ethan",2.88,B+,0.99,Morrow
2022,Fall,CMN,336,11,22,13,5,5,2,1,0,1,0,0,0,1,0,"Ramey, Mary E",3.62,A,0.49,Ramey
2022,Fall,CMN,340,16,13,5,2,3,5,0,2,1,0,2,0,1,0,"Fields, Victoria T",3.42,A,0.8,Fields
2022,Fall,CS,173,35,143,93,87,72,40,34,33,20,20,7,5,18,3,"Cosman, Benjamin L",3.1,B+,0.82,Cosman
2022,Fall,CS,233,101,118,3,2,29,3,1,7,2,0,9,0,5,0,"Herman, Geoffrey L",3.63,A,0.69,Herman
2022,Fall,CS,357,31,249,67,47,31,24,7,16,6,7,5,2,4,1,"Silva, Mariana T",3.54,A,0.7,Silva
2022,Fall,CS,374,16,39,30,23,28,25,13,3,6,6,0,2,6,1,"Kani, Nickvash",3.11,B+,0.76,Kani
2022,Fall,CS,410,213,109,33,10,6,3,0,1,0,0,0,0,0,3,"Zhai, Chengxiang",3.92,A+,0.24,Zhai
2022,Fall,CS,411,71,396,98,40,29,23,17,10,3,1,3,0,1,1,"Alawini, Abdussalam A",3.73,A,0.52,Alawini
2022,Fall,CS,412,77,64,33,18,15,8,4,5,4,0,5,0,7,2,"Banerjee, Arindam",3.51,A,0.67,Banerjee
2022,Fall,CS,425,25,41,148,108,41,9,4,3,3,4,4,2,2,2,"Gupta, Indranil",3.41,A-,0.55,Gupta
2022,Fall,CS,427,86,104,42,25,11,10,0,10,0,0,5,0,2,3,"Jabbarvand Behr, Reyhaneh",3.67,A,0.59,Jabbarvand Behr
2022,Fall,CS,435,12,103,20,9,7,7,0,4,0,2,2,1,7,8,"Godfrey, Philip B",3.54,A,0.65,Godfrey
2022,Fall,CS,437,35,56,10,4,4,2,1,1,1,1,0,0,4,1,"Caesar, Matthew C",3.69,A,0.48,Caesar
2022,Fall,CS,441,16,437,64,30,20,8,3,5,3,2,1,2,13,7,"Morales Aguirre, Marco An",3.73,A,0.46,Morales Aguirre
2022,Fall,CS,446,17,56,0,19,9,0,2,8,0,1,3,0,2,1,"Gui, Liangyan",3.48,A,0.75,Gui
2022,Fall,CS,447,59,57,50,18,9,2,2,1,0,0,2,0,11,3,"Hockenmaier, Julia C",3.55,A,0.48,Hockenmaier
2022,Fall,CS,498,4,18,9,2,2,0,1,0,0,0,0,0,0,0,"Cunningham, Ryan M",3.78,A,0.37,Cunningham
2022,Fall,CS,598,0,178,42,8,24,7,0,0,0,0,0,0,0,1,"Liang, Feng",3.8,A,0.36,Liang
2022,Fall,CS,598,11,25,12,5,2,1,0,0,0,0,0,0,1,2,"Han, Jiawei",3.74,A,0.31,Han
2022,Fall,CS,598,2,56,2,0,0,0,0,1,0,0,0,0,0,0,"Wang, Yuxiong",3.96,A,0.26,Wang
2022,Fall,CW,100,0,12,4,5,0,0,1,0,0,0,0,1,0,0,"Dudek, John",3.58,A,0.74,Dudek
2022,Fall,CW,100,11,2,3,0,2,1,0,0,2,0,0,0,2,0,"Emmert, Kay",3.26,A,0.76,Emmert
2022,Fall,CWL,241,7,11,2,3,0,0,0,1,0,0,0,0,1,0,"Tedoradze, Megi",3.65,A,0.46,Tedoradze
2022,Fall,CWL,241,5,3,4,1,3,1,1,4,0,0,0,0,2,1,"Isik, Elif S",3.0,A-,0.78,Isik
2022,Fall,DANC,100,7,6,6,1,2,0,1,0,0,0,1,0,1,0,"Ayorinde, Oluwadamilare",3.47,A,0.69,Ayorinde
2022,Fall,DANC,100,35,8,0,0,0,1,0,0,0,0,0,0,1,0,"Henss, Jacob M",3.88,A+,0.22,Henss
2022,Fall,DANC,100,30,6,4,1,0,0,0,0,0,0,1,0,0,0,"Amiri, Banafsheh",3.88,A+,0.47,Amiri
2022,Fall,DANC,201,5,8,6,2,2,0,0,0,0,0,0,0,1,0,"Brandano, Juliana",3.61,A,0.35,Brandano
2022,Fall,EALC,230,8,11,3,2,0,1,0,0,0,0,0,0,0,0,"Ren, Xiaoyan",3.85,A,0.31,Ren
2022,Fall,EALC,230,15,30,2,0,1,1,0,1,0,0,0,0,0,0,"Pu, Yujie",3.9,A,0.36,Pu
2022,Fall,ECE,110,9,19,9,7,12,7,5,7,7,3,2,0,3,0,"Shao, Yang V",2.96,B,0.9,Shao
2022,Fall,ECE,110,11,24,10,9,10,10,10,4,2,0,2,0,7,0,"Kim, Kyekyoon",3.03,B+,0.78,Kim
2022,Fall,ECE,110,7,24,17,16,5,9,1,9,3,2,0,1,5,1,"Schuh, Jonathon K",3.1,B+,0.8,Schuh
2022,Fall,ECE,120,19,28,17,7,3,6,3,4,3,2,1,0,2,0,"Aggarwal, Anu",3.39,A-,0.77,Aggarwal
2022,Fall,ECE,120,37,48,26,16,12,12,9,8,2,3,3,1,3,0,"Bhowmik, Ujjal K",3.36,A-,0.79,Bhowmik
2022,Fall,ECE,206,0,50,1,2,0,1,0,1,1,0,0,0,1,0,"Radhakrishnan, Chandrasek",3.8,A,0.45,Radhakrishnan
2022,Fall,ECE,210,6,2,2,10,13,20,7,7,8,1,2,0,3,2,"Mironov, Andrey",2.62,B-,0.72,Mironov
2022,Fall,ECE,210,10,4,7,21,13,15,6,6,3,1,1,1,0,0,"Waldrop, Lara",3.01,B,0.73,Waldrop
2022,Fall,ECE,210,2,3,2,10,8,14,9,3,10,3,2,3,3,4,"Alvarez, Juan",2.41,B-,0.84,Alvarez
2022,Fall,ECE,220,3,17,10,6,4,3,2,6,3,1,0,2,3,0,"Mitra, Sayan",3.02,A-,0.92,Mitra
2022,Fall,ECE,220,3,15,6,3,9,4,8,4,3,2,0,1,11,0,"Hu, Yih-Chun",2.56,B,0.92,Hu
2022,Fall,ECE,310,12,8,7,14,17,4,4,4,5,6,5,0,2,0,"Do, Minh N",2.87,B,0.93,Do
2022,Fall,ECE,310,16,12,14,10,6,9,6,5,2,1,0,2,1,0,"Snyder, Corey E",3.2,A-,0.82,Snyder
2022,Fall,ECE,311,44,56,16,8,9,2,0,1,1,0,1,2,2,0,"Do, Minh N",3.69,A,0.59,Do
2022,Fall,ECE,313,7,8,7,12,10,13,6,10,11,1,3,0,0,1,"Moharrami, Mehrdad",2.81,B,0.86,Moharrami
2022,Fall,ECE,313,1,8,5,13,18,10,5,10,7,2,0,1,1,0,"Katselis, Dimitrios",2.78,B,0.76,Katselis
2022,Fall,ECE,316,1,15,9,7,6,3,3,7,0,0,0,0,0,0,"Hillmer, Philip M",3.28,B+,0.71,Hillmer
2022,Fall,ECE,329,3,2,6,5,8,6,8,11,7,3,4,0,2,0,"Ilie, Raluca",2.45,C+,0.84,Ilie
2022,Fall,ECE,329,3,6,3,9,3,3,5,6,4,4,3,0,2,0,"Ravaioli, Umberto",2.6,B-,0.95,Ravaioli
2022,Fall,ECE,330,3,13,17,10,14,11,9,6,3,7,2,7,2,0,"Schuh, Jonathon K",2.74,B,0.99,Schuh
2022,Fall,ECE,340,1,2,4,2,7,3,4,2,4,0,0,1,2,0,"Rakheja, Shaloo",2.59,B,0.81,Rakheja
2022,Fall,ECE,342,2,11,12,7,8,4,3,3,1,1,1,0,1,0,"Hanumolu, Pavan Kumar",3.17,B+,0.74,Hanumolu
2022,Fall,ECE,408,2,31,20,19,45,13,10,37,4,3,1,3,2,2,"Patel, Sanjay J",2.89,B,0.8,Patel
2022,Fall,ECE,408,3,28,11,10,35,9,7,14,2,1,1,1,3,0,"Kindratenko, Volodymyr",3.02,B,0.75,Kindratenko
2022,Fall,ECE,444,4,11,4,0,3,1,0,0,0,0,2,0,0,0,"Sievers, Dane J",3.53,A,0.84,Sievers
2022,Fall,ECE,549,13,124,16,12,47,3,2,7,0,0,4,0,1,0,"Lazebnik, Svetlana",3.57,A,0.63,Lazebnik
2022,Fall,ECON,102,15,12,10,8,8,6,5,5,3,2,0,0,3,0,"Hardiman, Allen",3.13,B+,0.79,Hardiman
2022,Fall,ECON,102,14,18,12,9,4,5,5,1,1,3,0,0,2,1,"Gao, Ke",3.33,A-,0.73,Gao
2022,Fall,ECON,102,8,24,7,9,10,8,0,1,2,3,2,0,2,1,"Yi, Minh Joo",3.24,A-,0.81,Yi
2022,Fall,ECON,102,37,24,20,17,14,9,5,8,4,1,0,4,7,0,"Wang, Shihang",3.19,A-,0.82,Wang
2022,Fall,ECON,102,33,31,9,18,18,6,11,10,3,2,4,1,0,0,"Jung, Youngjoo",3.27,A-,0.86,Jung
2022,Fall,ECON,102,14,26,11,3,10,6,4,2,0,0,0,1,1,0,"Dee, Ethan A",3.47,A,0.67,Dee
2022,Fall,ECON,102,10,19,6,9,9,5,6,4,1,2,2,1,1,0,"Yu, Yueyuan",3.16,B+,0.88,Yu
2022,Fall,ECON,102,18,16,4,4,5,4,0,0,0,1,1,1,2,0,"Buller, David H",3.44,A,0.76,Buller
2022,Fall,ECON,102,21,15,6,12,17,10,3,3,6,0,3,1,5,2,"Benete Reis De, Sebastiao",3.04,B+,0.84,Benete Reis De
2022,Fall,ECON,102,43,39,15,13,9,2,3,7,3,3,6,1,8,1,"Stechuk, Sunlee",3.26,A,0.88,Stechuk
2022,Fall,ECON,102,11,25,13,6,7,3,3,3,5,0,1,0,2,0,"Mockus, Domininkas",3.33,A-,0.77,Mockus
2022,Fall,ECON,102,29,40,26,15,14,9,9,7,0,5,0,0,4,0,"Cueva Chavez, Ronald A",3.35,A-,0.71,Cueva Chavez
2022,Fall,ECON,102,29,39,25,14,14,7,6,6,2,4,4,1,5,0,"Liu, Xinxuan",3.27,A-,0.83,Liu
2022,Fall,ECON,103,17,18,13,11,5,5,3,1,0,1,1,0,2,0,"Adohinzin, Wilfried Doria",3.43,A-,0.64,Adohinzin
2022,Fall,ECON,103,28,40,27,17,19,7,6,5,3,0,1,0,2,0,"Jung, Youngwook",3.44,A-,0.64,Jung
2022,Fall,ECON,103,15,30,14,11,3,1,1,1,0,0,2,0,0,0,"Simon, Pedro V",3.67,A,0.59,Simon
2022,Fall,ECON,103,36,44,22,16,18,3,5,7,2,1,1,0,2,0,"Liu, Yiqiu",3.49,A,0.66,Liu
2022,Fall,ECON,103,47,41,22,11,9,4,8,7,2,2,0,1,3,0,"Niu, Mukun",3.48,A,0.71,Niu
2022,Fall,ECON,103,26,39,19,24,24,7,5,8,0,4,1,0,0,0,"Gholizadeh, Nasim",3.4,A-,0.7,Gholizadeh
2022,Fall,ECON,103,18,21,10,6,8,4,5,1,1,1,0,1,0,0,"Cho, Minyoung",3.48,A,0.73,Cho
2022,Fall,ECON,202,0,24,3,0,9,2,2,7,3,0,1,1,1,0,"Chen, Zhuo",3.11,A-,0.94,Chen
2022,Fall,ECON,202,1,23,1,0,12,1,5,3,2,0,0,1,2,1,"Dutta, Avishek",3.14,B,0.84,Dutta
2022,Fall,ECON,202,3,21,3,2,12,0,0,2,5,0,1,3,1,0,"Yang, Hesong",3.11,A-,1.02,Yang
2022,Fall,ECON,202,0,7,1,1,6,0,1,3,1,0,1,1,0,3,"Shen, Keshi",2.94,B,1.0,Shen
2022,Fall,ECON,202,8,19,2,0,13,1,3,4,2,0,1,2,1,4,"Hendershott, Callan N",3.17,A-,0.94,Hendershott
2022,Fall,ECON,203,0,27,9,7,10,3,10,3,1,4,2,2,2,0,"Song, Hyunji",3.02,B+,0.94,Song
2022,Fall,ECON,203,1,6,9,5,11,3,4,5,1,1,5,2,2,1,"Shao, Dongning",2.68,B,0.97,Shao
2022,Fall,ECON,203,2,15,11,8,8,5,1,1,3,2,1,0,2,1,"Martinez Garcia, Humberto",3.14,B+,0.79,Martinez Garcia
2022,Fall,ECON,203,0,6,2,4,3,3,1,1,2,1,1,1,3,0,"Zhou, Kang",2.58,B,0.98,Zhou
2022,Fall,ECON,302,4,1,4,1,1,2,0,1,0,1,2,1,4,0,"De Souza Godeli, Arthur",2.38,B,1.15,De Souza Godeli
2022,Fall,ECON,302,18,11,10,13,12,11,5,13,7,6,5,6,8,1,"Rosa Mazzocato, Marcelo",2.62,B,1.03,Rosa Mazzocato
2022,Fall,ECON,302,26,10,4,9,7,3,6,0,3,4,0,1,7,1,"Kim, Sarah J",3.03,A-,0.88,Kim
2022,Fall,ECON,302,27,12,7,12,15,9,10,2,2,4,4,1,13,1,"Liu, Zichang",2.81,B,0.91,Liu
2022,Fall,ECON,303,5,8,10,5,6,7,7,2,1,1,0,0,1,0,"Okada Da Silva, Vinicius",3.12,B+,0.71,Okada Da Silva
2022,Fall,ECON,303,13,10,20,11,7,5,5,4,5,3,2,0,1,1,"Bao, Yue",3.14,A-,0.85,Bao
2022,Fall,ECON,303,8,5,6,5,4,3,2,1,2,0,0,0,1,0,"Da Cunha Rodrig, Flavio A",3.26,A-,0.69,Da Cunha Rodrig
2022,Fall,ECON,471,5,7,10,5,4,1,0,3,1,1,0,0,1,0,"Rodrigues Silva, Daniel",3.29,A-,0.72,Rodrigues Silva
2022,Fall,ECON,490,13,30,17,2,5,1,0,0,0,1,0,0,0,0,"Vazquez, Jose J",3.77,A,0.43,Vazquez
2022,Fall,ECON,491,9,24,4,3,2,1,0,0,0,0,0,0,0,1,"Armendariz Buau, Ramses Y",3.85,A,0.32,Armendariz Buau
2022,Fall,ECON,500,12,12,5,6,0,0,0,0,0,0,0,0,0,0,"Ambardar, Shivangi",3.84,A,0.26,Ambardar
2022,Fall,ECON,502,1,7,4,8,6,3,3,1,0,0,0,0,0,0,"Singh, Lovepreet",3.28,B+,0.57,Singh
2022,Fall,ECON,528,124,327,101,71,56,22,18,16,5,2,1,2,17,3,"DeBrock, Lawrence M",3.58,A,0.56,DeBrock
2022,Fall,EDUC,101,145,5,3,0,2,1,0,2,0,0,0,0,1,0,"Poetzel, Adam R",3.92,A+,0.27,Poetzel
2022,Fall,EDUC,201,9,110,20,7,11,2,0,5,1,1,1,0,6,0,"Mason, Terrence C",3.61,A,0.56,Mason
2022,Fall,EDUC,202,0,15,1,2,1,2,0,0,0,0,0,0,1,0,"Bandales, Joann M",3.58,A,0.47,Bandales
2022,Fall,EDUC,202,25,41,7,7,5,0,4,2,0,0,0,1,3,1,"Gutierrez, Rochelle",3.6,A,0.59,Gutierrez
2022,Fall,ENG,100,0,1137,0,0,77,0,0,14,0,0,7,0,7,2,"Woodard, Brian S",3.88,A,0.38,Woodard
2022,Fall,ENG,100,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M",3.96,A,0.2,Forman
2022,Fall,ENG,101,0,283,0,0,19,0,0,5,0,0,4,0,5,2,"Green, Kerri A",3.81,A,0.47,Green
2022,Fall,ENG,111,13,17,6,2,1,0,0,4,0,0,0,0,0,0,"Montagner Marti, Aldo",3.71,A,0.59,Montagner Marti
2022,Fall,ENG,111,32,68,8,0,0,0,0,1,0,0,4,0,0,1,"Cervantes, Victor G",3.85,A,0.58,Cervantes
2022,Fall,ENG,199,3,39,4,2,6,4,2,0,0,0,0,0,3,0,"Brewer, Erika S",3.53,A,0.52,Brewer
2022,Fall,ENG,199,31,1,0,0,0,0,0,1,0,0,0,0,1,1,"Solomon, Brad R",3.82,A+,0.36,Solomon
2022,Fall,ENG,199,12,31,0,4,1,0,0,0,0,0,0,0,0,0,"Mamaril, Natasha Johanna",3.92,A,0.23,Mamaril
2022,Fall,ENG,300,35,44,1,2,1,0,1,0,0,0,0,0,0,0,"Niehans, Keri M",3.95,A,0.23,Niehans
2022,Fall,ENG,398,0,85,0,0,11,0,0,2,0,0,0,0,0,0,"Forman, Gretchen M",3.85,A,0.41,Forman
2022,Fall,ENGL,104,0,27,3,0,0,0,0,0,1,0,0,0,0,0,"Kimutis, Patrick",3.89,A,0.42,Kimutis
2022,Fall,ENGL,104,7,8,12,20,10,1,0,0,0,0,0,0,0,0,"Capino, Jose B",3.51,B+,0.37,Capino
2022,Fall,ENGL,104,0,9,11,5,5,0,0,0,0,0,0,0,0,0,"Guruparan, Akil",3.6,A-,0.35,Guruparan
2022,Fall,ENGL,104,1,9,5,5,5,3,1,0,0,0,0,0,1,0,"DeVries, Benjamin R",3.34,A-,0.51,DeVries
2022,Fall,ENGL,109,8,12,2,0,1,0,0,0,0,1,0,0,0,0,"Freudenburg, Annah",3.82,A,0.56,Freudenburg
2022,Fall,ENGL,109,9,8,3,1,0,0,0,0,0,0,0,0,1,0,"Coby, Laura M",3.74,A,0.25,Coby
2022,Fall,ENGL,218,0,7,13,2,0,0,0,0,0,0,0,0,3,0,"Newcomb, Lori H",3.29,A-,0.47,Newcomb
2022,Fall,ENGL,301,0,9,9,2,3,0,0,0,0,0,0,0,0,0,"Loughran, Patricia",3.68,A-,0.33,Loughran
2022,Fall,EPOL,310,0,22,0,0,6,0,0,0,0,0,0,0,0,1,"Perkins-William, Ruqayyah",3.79,A,0.41,Perkins-William
2022,Fall,EPOL,483,23,64,2,5,1,2,0,2,1,0,2,0,5,0,"Hrubec, Deborah A",3.63,A,0.59,Hrubec
2022,Fall,EPSY,220,0,23,1,1,0,0,0,0,0,0,0,0,1,0,"Zarkada, Simoni",3.81,A,0.2,Zarkada
2022,Fall,EPSY,220,13,11,2,1,1,0,1,0,0,0,0,0,0,0,"Rhoades, Kathryn L",3.86,A,0.37,Rhoades
2022,Fall,EPSY,220,5,15,2,2,2,1,0,0,0,0,0,0,2,0,"Elmi, Christopher M",3.54,A,0.44,Elmi
2022,Fall,EPSY,456,22,10,6,7,1,7,0,0,1,1,0,1,0,0,"Cromley, Jennifer G",3.55,A,0.72,Cromley
2022,Fall,ESE,200,11,7,8,2,3,3,2,1,2,1,0,0,5,1,"Brown, Constance M",3.03,A-,0.81,Brown
2022,Fall,FIN,221,8,140,49,35,45,10,7,9,1,3,3,0,3,3,"Dyer, Michael A",3.49,A-,0.63,Dyer
2022,Fall,FIN,221,0,147,54,30,28,15,6,4,1,0,3,0,2,1,"Raskie, Sterling",3.58,A,0.57,Raskie
2022,Fall,FIN,230,0,31,28,10,5,7,5,4,2,0,1,0,1,0,"McChristian, Lynne P",3.38,A-,0.68,McChristian
2022,Fall,FIN,241,4,81,19,15,19,3,1,0,1,0,0,0,0,0,"Perkins, Scott E",3.7,A,0.44,Perkins
2022,Fall,FIN,300,19,19,12,14,14,5,5,6,1,2,1,2,1,2,"Marcinkowski, Matthew M",3.25,B+,0.82,Marcinkowski
2022,Fall,FIN,300,7,12,3,4,11,2,8,4,1,2,4,1,9,3,"Peters, Stephen R",2.56,B,0.99,Peters
2022,Fall,FIN,321,3,37,50,20,7,2,0,0,0,0,0,0,0,0,"Wu, Yufeng",3.67,A-,0.32,Wu
2022,Fall,FIN,411,10,10,8,5,15,4,6,7,1,0,1,0,1,0,"Spencer, Xiangyi X",3.12,B,0.75,Spencer
2022,Fall,FIN,418,7,18,12,5,4,2,0,2,0,0,0,0,0,0,"Brobst, Charles",3.64,A,0.5,Brobst
2022,Fall,FIN,423,17,64,25,9,1,0,0,0,0,0,0,0,0,0,"Krueger, George J",3.87,A,0.22,Krueger
2022,Fall,FIN,435,3,36,26,17,6,1,5,0,2,0,0,0,0,0,"Wang, Jialan",3.58,A-,0.52,Wang
2022,Fall,FIN,463,0,24,13,4,5,3,0,2,0,0,0,0,1,0,"Bertram, James M",3.54,A-,0.52,Bertram
2022,Fall,FIN,500,4,43,26,13,6,5,5,3,0,0,0,0,0,0,"Huang, Jiekun",3.58,A-,0.54,Huang
2022,Fall,FIN,500,0,59,68,32,27,18,6,6,3,2,1,0,9,0,"Widdicks, Martin",3.27,A-,0.61,Widdicks
2022,Fall,FIN,501,3,43,25,39,27,0,0,0,0,0,0,0,0,0,"Deryugina, Tatyana",3.55,A-,0.38,Deryugina
2022,Fall,FIN,511,0,54,27,37,27,1,0,0,0,0,0,0,1,0,"Pollet, Joshua M",3.55,A-,0.39,Pollet
2022,Fall,FIN,522,2,29,6,5,3,2,0,0,0,0,0,0,0,0,"Zeume, Stefan",3.77,A,0.38,Zeume
2022,Fall,FIN,550,5,30,17,7,4,3,1,0,0,0,0,0,0,0,"Gao, Xing",3.7,A,0.41,Gao
2022,Fall,FIN,553,27,38,15,7,11,6,0,0,0,0,0,0,0,0,"Duarte, Victor",3.72,A,0.42,Duarte
2022,Fall,FIN,580,7,17,18,14,6,2,0,0,0,0,0,0,0,0,"Gao, Xing",3.63,A-,0.37,Gao
