Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
PSYC,100,18,27,17,13,7,1,1,1,0,1,1,1,2,0,"Shao, Zhenan"
PSYC,100,12,20,6,28,40,22,12,18,8,8,0,4,0,2,"Qin, Lili"
PSYC,100,11,38,34,56,59,22,8,12,7,9,5,2,2,0,"Phalon, Caitlin N"
PSYC,100,24,58,40,68,85,44,29,28,13,4,4,0,8,3,"Weidenbenner, Jennifer V"
PSYC,100,4,13,11,17,19,5,12,4,3,1,3,0,3,0,"Higgins, Erin J"
PSYC,100,8,16,18,24,52,24,12,16,4,2,0,2,4,0,"Windsor, Matthew B"
PSYC,100,12,9,20,43,29,17,10,18,5,3,5,2,6,1,"Lustig, Audrey G"
PSYC,100,18,9,6,1,2,2,1,1,0,1,1,0,0,0,"Khan, Rafay A"
PSYC,100,8,13,17,30,38,15,11,22,5,7,5,1,5,0,"Leckey, Michelle"
PSYC,100,8,22,10,3,1,3,2,0,0,1,0,0,8,0,"Guingrich, Ashley C"
PSYC,100,3,2,5,6,9,5,6,3,1,3,0,0,2,0,"Bredemeier, Keith E"
PSYC,100,1,4,3,7,5,7,5,4,2,1,0,1,0,0,"Karimpour, Ramin"
PSYC,100,4,18,13,8,5,2,5,1,1,1,0,0,2,0,"Kelley, Amanda C"
PSYC,100,1,5,1,3,6,3,2,3,1,1,1,0,0,0,"Wang, Zhiyuan"
PSYC,100,8,18,6,27,19,11,10,17,9,6,9,3,11,1,"Higgins, Andrew A"
PSYC,100,13,43,36,64,68,14,11,17,9,5,8,1,9,1,"Swenson, Sara E"
PSYC,100,15,29,19,47,56,35,21,23,14,1,7,2,4,0,"Street, Whitney"
PSYC,100,19,37,22,42,73,44,32,23,19,7,9,7,7,4,"Mu, Wenting"
PSYC,100,4,4,8,9,14,9,5,7,1,1,1,2,0,1,"Munson, Cheyenne M"
PSYC,100,14,24,15,6,7,4,0,1,3,1,1,0,4,0,"Huebner, Philip A"
PSYC,100,3,11,7,11,18,12,4,3,0,2,1,1,3,0,"Divis, Kristin M"
PSYC,100,5,7,12,12,23,13,8,5,1,3,5,1,4,0,"Kumar, Manoj"
PSYC,100,36,88,62,22,21,15,6,4,4,2,1,2,12,0,"Lo, Yi-Pei"
PSYC,100,4,12,7,10,12,8,0,7,1,2,1,0,4,1,"Clevenger, Pamela E"
PSYC,100,10,16,15,16,33,17,24,16,7,3,3,0,3,0,"Tan, Chin Hong"
PSYC,100,8,43,19,12,3,4,2,2,0,0,0,1,3,0,"Lu, Yang"
PSYC,100,76,114,61,20,18,7,8,8,2,2,0,0,16,0,"Unal, Belgin"
PSYC,100,34,61,28,12,9,7,1,4,0,0,0,0,13,0,"Flores, Andrew Z"
PSYC,100,4,7,8,14,16,12,8,4,3,1,0,1,3,0,"Tworek, Christina M"
PSYC,100,3,9,5,5,2,3,2,2,0,0,0,0,1,0,"Jessee, Allison C"
PSYC,100,4,16,9,17,17,8,4,6,4,0,2,0,3,0,"Case, Andrew D"
PSYC,100,4,10,3,13,20,17,5,6,4,2,2,1,3,1,"He, Zijing"
PSYC,100,11,35,25,55,32,31,17,10,8,1,3,0,3,0,"Fayard, Jennifer V"
PSYC,100,6,5,4,4,6,1,1,0,0,0,0,0,0,0,"Mueller, Riley A"
PSYC,100,6,9,5,12,15,10,11,9,5,3,1,0,1,2,"Ryskin, Rachel A"
PSYC,100,8,11,8,16,14,12,6,8,1,2,2,1,2,0,"Glosson, Pamela E"
PSYC,100,18,32,8,8,8,3,2,3,2,0,2,0,5,0,"Chia, Lin Khern A"
PSYC,100,5,1596,0,0,1398,0,0,1389,0,0,126,0,80,23,"Srull, Thomas K"
PSYC,100,10,24,20,26,36,22,22,14,8,4,0,0,0,0,"Morrison, Michael R"
PSYC,100,32,28,5,6,1,3,3,2,1,0,0,2,5,0,"Woods, James W"
PSYC,100,5,7,6,13,19,11,8,8,1,2,3,1,7,1,"Baym, Carol"
PSYC,100,7,19,13,25,32,22,14,15,7,4,3,1,8,0,"Monti, Jennifer D"
PSYC,100,10,17,15,32,38,15,13,12,11,5,4,5,6,1,"Grison Sullivan, Sarah"
PSYC,100,38,129,32,31,11,9,5,4,5,3,3,0,11,1,"Ding, Huiyu"
PSYC,100,6,32,35,8,2,1,1,1,3,1,3,1,2,0,"Caumiant, Eddie P"
PSYC,100,32,22,10,6,3,2,5,0,1,0,0,2,7,1,"Cooper, Mallory C"
PSYC,100,33,53,31,21,14,8,4,5,6,0,2,1,4,1,"Mao, Shufan"
PSYC,100,18,39,14,7,4,1,1,0,1,0,0,0,1,0,"Richier, Corey J"
PSYC,100,3,5,3,5,14,13,11,4,2,3,2,2,4,0,"Buxo-Lugo, Andres F"
PSYC,100,10,35,22,45,63,36,20,13,3,1,8,7,1,2,"Hudson, Nathan W"
PSYC,100,11,26,26,38,44,28,10,19,4,5,7,3,7,1,"Schmidt, Sara A"
PSYC,100,7,23,13,12,10,7,8,3,2,3,1,1,1,0,"Lam, Tuan Q"
PSYC,100,66,122,45,22,24,14,10,6,5,3,2,5,10,0,"Hwang, Suyeon"
PSYC,100,6,6,11,20,20,9,7,6,1,2,2,1,1,0,"Gaspar, John G"
PSYC,100,21,23,17,5,3,2,0,2,2,0,1,2,7,0,"Yi, Jacqueline"
PSYC,100,19,27,12,5,2,0,2,0,1,3,0,1,1,0,"Clint, Edward K"
PSYC,100,5,11,6,30,31,16,12,8,6,1,4,0,2,0,"Moore, Matthew S"
PSYC,100,9,14,16,21,31,12,15,8,11,4,3,1,9,0,"Aishwarya, -"
PSYC,100,3,4,4,13,15,10,6,7,3,2,1,2,1,0,"Kim, Nayoung"
PSYC,100,0,36,28,12,7,6,0,2,2,0,1,0,3,0,"La, Raymond J"
PSYC,100,3,5,9,9,22,7,3,2,3,3,2,2,7,0,"Zhang, Xin"
PSYC,100,4,11,7,10,15,15,11,12,1,1,2,1,3,0,"Chow, Philip"
PSYC,100,4,40,19,31,22,23,7,11,6,0,0,1,2,0,"Henricks, Genevieve M"
PSYC,100,8,15,20,20,37,19,15,11,3,5,1,6,9,1,"Stanley, Sarah E"
PSYC,100,10,16,12,18,48,24,16,8,4,2,2,0,10,2,"Walker, Gabriela"
PSYC,100,10,8,18,22,22,14,26,24,4,14,0,6,8,2,"Hinderliter, Andrew C"
PSYC,100,13,30,15,13,4,7,1,1,0,2,0,2,1,1,"Yuquimpo, Jonathan"
PSYC,100,7,15,11,25,15,8,7,5,1,0,0,0,1,0,"Nowak, Brenna M"
PSYC,100,17,35,21,6,6,4,1,4,0,0,0,0,2,0,"Siler, Jessica"
PSYC,100,40,191,71,89,138,42,40,37,13,23,19,3,61,8,"Shenouda, Christine K"
PSYC,100,12,30,16,8,8,6,2,3,1,2,0,1,1,0,"Sutkus, Loretta T"
PSYC,100,8,28,25,21,31,10,18,9,8,4,5,0,7,1,"Clevenger, John H"
PSYC,100,10,31,21,10,7,8,3,0,0,0,1,0,1,1,"Berson, Talia R"
PSYC,100,4,11,11,12,17,12,7,8,2,2,3,1,2,0,"Seiler, Stephanie N"
PSYC,100,4,4,6,6,16,6,12,2,4,0,2,0,2,0,"Lucas, Sandra G"
PSYC,100,4,9,7,27,17,10,6,3,4,3,1,0,1,1,"Jones, Erin L"
PSYC,100,4,10,14,15,14,12,9,4,3,1,1,0,1,0,"Madison, Anna M"
PSYC,100,33,23,10,4,1,6,3,1,0,1,0,0,10,0,"Lozano, Elizabeth B"
PSYC,201,8,31,34,18,12,13,5,3,6,3,0,0,7,0,"Pantin, Kenzhane D"
PSYC,201,145,192,92,39,58,17,11,5,4,4,0,2,0,2,"Hernandez, Jorge I"
PSYC,201,148,104,45,52,52,21,8,16,4,1,3,0,1,1,"Hepler, Justin J"
PSYC,201,6,13,14,6,16,13,2,8,5,2,1,0,4,1,"Cho, Haram"
PSYC,201,150,87,39,54,47,14,10,18,6,5,4,1,5,1,"Tancredy, Caroline M"
PSYC,201,29,35,21,16,26,19,11,4,5,5,3,5,3,1,"Nickel, Lauren"
PSYC,201,452,480,356,388,536,352,219,254,163,68,105,50,122,17,"Albarracin, Dolores"
PSYC,201,5,6,9,5,4,5,0,2,1,1,0,1,5,0,"Ur, Yarden"
PSYC,201,72,52,35,37,23,11,2,8,4,3,4,1,4,0,"Tan, Jia Xin J"
PSYC,201,72,23,14,23,23,11,7,5,0,2,2,0,1,1,"Cohn, Steven J"
PSYC,201,3,2,7,3,2,7,3,3,5,0,3,1,0,1,"Zarkada, Simoni"
PSYC,201,45,54,55,30,36,32,12,16,9,5,6,5,11,3,"Hyland, William"
PSYC,201,56,36,14,28,17,9,6,9,4,2,0,2,4,1,"Yang, Yung-Jui"
PSYC,201,20,14,15,6,10,12,3,4,3,1,1,2,0,0,"Conroy, Karl E"
PSYC,201,116,70,55,37,32,15,20,12,2,4,1,3,4,1,"Jeon, Gahyun"
PSYC,201,9,11,7,6,9,0,3,0,1,0,0,0,0,0,"Zhang, Luyao"
PSYC,201,23,37,19,27,17,18,18,6,2,1,1,0,2,1,"Phan, Wei Ming Jonath"
PSYC,201,0,30,12,10,18,6,3,6,0,1,1,0,1,0,"Ondish, Peter R"
PSYC,201,33,21,12,11,6,4,3,5,0,0,0,0,0,0,"Ritter, Ryan S"
PSYC,201,92,75,38,48,29,15,15,15,4,1,2,0,4,2,"Cho, Seong Hee"
PSYC,201,109,76,27,24,21,12,5,4,1,0,0,0,4,0,"Tannenbaum, Melanie B"
PSYC,201,71,84,42,56,50,22,14,12,5,6,4,2,2,0,"Kim, Emily S"
PSYC,201,18,22,19,9,15,15,6,5,7,1,2,1,7,0,"Vogt, Randi L"
PSYC,201,68,105,90,72,102,97,34,65,40,14,24,7,33,5,"Laurent, Sean M"
PSYC,201,54,56,74,46,59,44,28,26,19,5,6,7,28,3,"Shenouda, Christine K"
PSYC,201,74,46,22,12,12,10,6,6,0,0,2,0,0,2,"Heffernan, Marie E"
PSYC,201,48,26,22,14,28,16,9,9,7,2,3,1,2,0,"Guo, Jing"
PSYC,201,40,37,42,27,25,22,6,12,6,5,4,2,9,0,"Dai, Wenhao"
PSYC,201,30,47,43,19,20,19,9,9,6,2,1,4,3,1,"Fu, Hsiao-Ting"
PSYC,201,37,29,13,15,11,7,5,2,1,2,1,3,0,0,"Su, Rong"
PSYC,201,16,12,7,4,6,13,4,9,6,2,1,0,3,2,"Chen, Fan Xuan"
PSYC,201,12,15,6,11,18,4,2,5,7,1,1,0,2,0,"Liu, Liwen"
PSYC,201,38,21,13,6,7,3,1,0,1,2,0,0,0,2,"Grijalva, Emily J"
PSYC,201,21,28,11,10,10,4,2,3,2,0,1,0,0,0,"Lee, Gabseon"
PSYC,204,47,100,66,23,30,14,8,8,7,5,6,0,9,0,"Dolcos, Sanda M"
PSYC,216,0,9,3,3,4,1,0,2,0,1,1,0,1,0,"Llewellyn, Nicole M"
PSYC,216,0,27,0,0,38,0,0,12,0,0,0,0,0,0,"Setoh, Pei Pei"
PSYC,216,0,33,0,0,31,0,0,9,0,0,2,0,0,1,"Cheung, Sin Sze"
PSYC,216,2,10,1,4,2,0,0,2,0,0,0,0,0,0,"Horne, Zachary S"
PSYC,216,2,5,6,1,4,0,0,2,1,0,0,0,1,0,"Yuile, Amanda R"
PSYC,216,0,12,0,0,7,0,0,2,0,0,1,0,1,0,"Groh, Ashley M"
PSYC,216,3,6,9,2,3,0,0,0,0,0,0,0,0,0,"Jessee, Allison C"
PSYC,216,26,370,8,5,228,3,1,144,0,1,54,0,25,15,"Baillargeon, Renee L"
PSYC,230,95,17,16,15,7,6,5,7,3,0,0,0,3,0,"Lleras Buetti, Simona"
PSYC,235,12,43,18,18,17,12,2,7,8,0,2,3,10,0,"Simons, Daniel J"
PSYC,238,0,13,11,10,12,4,1,5,2,1,0,0,0,0,"Bresin, Konrad W"
PSYC,238,0,54,53,36,66,35,20,9,4,0,2,3,1,0,"Agoston, Anna M"
PSYC,238,4,104,81,87,70,50,32,14,3,2,4,1,9,2,"Joseph, Nancy"
PSYC,238,0,14,15,15,15,3,9,11,9,3,1,2,16,3,"Kemp, Kathryn C"
PSYC,238,0,15,10,15,11,8,9,2,3,3,2,1,3,0,"Han, Jiaxu"
PSYC,238,10,36,19,26,23,14,15,9,1,1,0,0,0,0,"Hur, Juyoen"
PSYC,238,3,19,19,16,15,12,4,4,1,0,0,2,2,0,"Schoenleber, Michelle L"
PSYC,238,7,62,47,33,23,9,5,1,1,1,1,1,2,0,"Huang, Alice B"
PSYC,238,1,4,13,17,18,13,7,6,5,0,1,2,3,1,"Thomas, Joel"
PSYC,238,0,29,17,19,9,5,3,1,1,0,4,0,0,1,"Mekawi, Yara"
PSYC,238,0,16,17,8,17,12,11,5,0,3,0,1,1,0,"Watson, Natalie N"
PSYC,238,11,78,54,47,46,33,22,31,8,4,4,3,8,0,"Hankin, Benjamin L"
PSYC,238,0,17,7,11,10,10,2,8,3,3,2,0,2,0,"Chia, Talia R"
PSYC,238,0,32,11,6,8,9,3,3,1,1,0,0,5,3,"Sbrilli, Marissa D"
PSYC,238,0,33,29,29,35,20,5,8,2,2,3,0,2,0,"Wang, Zhenni"
PSYC,238,13,51,63,41,50,35,15,9,5,2,1,0,3,0,"Manjrekar, Eishita"
PSYC,238,1,22,17,14,10,5,6,7,3,0,0,0,0,0,"Marquez, Jorge A"
PSYC,238,5,10,6,8,8,7,7,2,2,1,0,0,9,0,"Castro Leon, Ariana A"
PSYC,238,2,12,16,20,19,9,8,1,2,3,0,0,1,0,"Kruepke, Michael D"
PSYC,238,0,5,2,3,7,5,7,3,0,1,0,0,3,1,"Monette, Mahogany A"
PSYC,238,0,18,11,12,14,6,4,9,2,3,0,0,8,0,"Ariss, Talia A"
PSYC,238,0,11,3,4,3,4,3,3,2,1,2,1,3,0,"Griffith, Julianne M"
PSYC,238,0,32,38,16,42,22,14,6,4,2,2,0,4,0,"Chow, Philip"
PSYC,238,4,7,6,11,9,2,4,2,2,0,1,0,2,0,"Niznikiewicz, Michael A"
PSYC,238,7,19,19,18,14,9,8,1,0,2,1,0,0,0,"Sprague, Jenessa C"
PSYC,238,0,19,17,17,20,12,3,1,0,1,0,0,1,0,"Crocker, Laura D"
PSYC,238,0,13,9,13,13,9,6,5,3,1,8,1,2,2,"MacNear, Kameron A"
PSYC,238,142,1083,725,575,506,259,158,124,54,32,30,19,67,14,"Lyubansky, Mikhail"
PSYC,238,0,4,0,5,4,3,1,2,1,1,0,1,1,0,"Tengshe, Chinmayi S"
PSYC,238,1,14,20,19,12,13,7,5,0,1,0,0,0,0,"Warren, Stacie L"
PSYC,238,6,20,21,15,14,6,3,1,1,2,1,1,0,0,"Finy, Morgan S"
PSYC,238,0,20,10,7,10,5,4,3,3,2,2,1,3,1,"Hohl, Kelly M"
PSYC,238,8,6,14,10,10,8,10,4,4,4,0,2,14,2,"Shenouda, Christine K"
PSYC,238,13,18,19,22,15,10,9,1,5,0,1,0,1,0,"Venerable, Walter J"
PSYC,238,0,13,8,7,14,5,3,11,3,4,2,2,3,0,"Perriello, Chris L"
PSYC,238,0,20,14,9,15,8,8,7,2,1,0,0,2,0,"Berson, Talia R"
PSYC,238,10,59,66,86,68,31,25,11,9,0,0,0,6,0,"Flores, Luis E"
PSYC,238,2,34,42,36,46,32,18,17,3,2,7,0,3,0,"Salusky, Ida Shiela R"
PSYC,238,13,166,104,77,83,50,43,29,18,13,18,7,39,5,"Kwapil, Thomas R"
PSYC,245,4,106,5,1,4,2,0,0,0,0,0,0,1,0,"Spain, Seth M"
PSYC,336,2,13,8,12,7,0,2,1,0,1,0,0,0,0,"Fairbairn, Catharine E"
PSYC,336,0,40,0,0,19,0,0,4,0,0,1,0,1,0,"Laurent, Heidemarie K"
PSYC,336,2,11,21,11,4,3,1,1,0,0,0,0,0,0,"Hunter, Carla D"
PSYC,336,0,53,25,23,36,10,6,9,2,0,0,0,1,0,"Cohen, Joseph R"
PSYC,336,0,31,2,3,2,1,1,2,0,0,0,0,1,0,"Lyubansky, Mikhail"
PSYC,340,25,5,2,4,8,0,1,2,1,0,0,0,1,0,"Menard, Christopher"
PSYC,353,9,11,4,4,6,1,2,0,0,0,0,0,0,0,"Stern, Chadly D"
PSYC,396,0,58,21,12,15,9,7,4,0,2,0,0,0,0,"Todd, Nathan R"
PSYC,396,12,22,15,6,2,2,0,0,0,0,0,0,0,1,"Kraus, Michael W"
PSYC,396,1,2,6,7,6,5,3,0,0,0,0,0,0,1,"Uddin, Eva M"
PSYC,396,5,9,10,2,3,4,0,0,1,0,0,0,1,0,"Dolcos, Sanda M"
PSYC,396,35,36,17,10,4,3,1,0,0,1,0,0,1,0,"Dolcos, Florin"
PSYC,396,44,7,2,3,2,0,3,0,0,0,0,0,0,0,"Lleras Buetti, Simona"
PSYC,396,7,15,10,5,7,3,5,1,3,1,1,0,2,0,"Stern, Chadly D"
PSYC,396,0,18,4,8,19,4,6,1,0,0,0,0,1,1,"Laurent, Sean M"
PSYC,406,1,93,9,4,7,2,0,2,0,0,0,0,0,1,"Koehn, Hans F"
PSYC,406,0,45,0,0,8,0,0,3,0,0,1,0,0,0,"Gratton, Gabriele"
PSYC,407,0,20,8,0,1,0,0,0,0,0,0,0,0,0,"Koehn, Hans F"
PSYC,456,1,22,8,2,11,2,3,6,3,0,1,1,0,1,"Morrow, Daniel G"
PSYC,496,16,15,11,1,2,2,0,0,0,0,0,0,0,0,"Wantland, Ross A"
PSYC,496,10,21,6,5,1,5,0,2,0,0,0,0,0,0,"Dolcos, Florin"
PSYC,496,1,20,2,1,0,0,0,0,0,0,0,0,0,0,"Barnum, Emily L"
PSYC,496,2,7,4,1,2,1,0,1,1,0,0,0,2,0,"Longaker, Jacob"
PSYC,496,0,83,13,2,18,1,2,5,0,0,1,0,2,1,"Kwapil, Thomas R"
REHB,330,5,5,5,3,5,4,1,2,0,1,1,0,8,1,"Rice, Laura A"
REHB,330,107,427,0,0,90,0,3,18,0,0,11,1,29,1,"Jan, Yih-Kuen"
REL,104,4,40,42,28,25,17,7,7,7,1,3,2,10,0,"Rives, Turner H"
REL,104,0,8,21,15,20,9,2,2,1,0,1,2,2,1,"Haight, Nicholas B"
REL,104,8,18,9,8,14,3,3,4,3,3,0,0,6,0,"Mandayam Comar, Janani"
REL,104,2,29,14,24,16,5,6,14,2,2,3,0,11,0,"Chmiel, Agata A"
REL,104,7,24,19,11,8,3,2,4,3,0,0,0,2,0,"Ellingson, Hannah G"
REL,104,0,10,28,19,10,3,2,4,0,1,0,0,2,2,"Zhang, Shaodan"
REL,104,6,10,18,13,12,5,2,3,1,1,2,0,1,0,"Wetherholt, Heather M"
REL,110,33,31,17,11,7,5,3,0,1,1,0,1,0,0,"Lehman, David B"
REL,110,56,79,47,19,21,10,5,7,3,3,1,1,1,0,"Ott, Beau C"
REL,110,37,11,3,1,0,1,1,0,0,2,0,1,0,0,"Katz, Maxine R"
REL,110,24,12,8,5,2,1,3,0,0,0,0,0,3,0,"Boyle, Elizabeth M"
REL,110,59,62,24,21,13,6,3,2,1,0,0,1,2,0,"Ellingson, Hannah G"
REL,110,153,131,45,26,26,16,3,5,0,0,4,2,3,0,"Acar, Asena"
REL,110,65,46,27,18,8,6,1,5,0,2,0,4,2,0,"Crane, Benjamin W"
REL,110,16,20,7,5,3,0,1,0,0,0,0,0,3,0,"Rives, Turner H"
REL,110,12,26,18,17,16,6,3,1,0,0,1,2,0,0,"Brinks, Michael J"
REL,110,24,48,28,26,37,16,7,12,6,1,2,0,6,4,"Ebel, Jonathan H"
REL,110,89,24,8,5,2,3,0,3,0,0,0,0,2,0,"Justice, David C"
REL,110,120,41,14,9,15,2,6,2,2,2,1,0,6,1,"Robinson, Sarah R"
REL,110,34,45,30,21,16,6,1,0,1,0,1,0,2,0,"Wetherholt, Heather M"
REL,110,20,23,10,11,8,3,3,4,0,0,2,0,1,0,"Jaber, Hanan H"
REL,110,66,41,21,17,11,6,9,3,2,1,0,1,2,0,"Wenneborg, Emily"
REL,110,7,18,6,4,4,2,2,1,1,1,0,0,0,0,"Davis, Luke R"
REL,110,39,7,7,2,1,0,0,1,0,0,0,0,1,0,"Werkheiser, Amy R"
REL,110,202,54,26,17,16,9,7,4,4,2,2,4,8,0,"Folkenroth, Emma"
REL,110,67,11,11,2,1,6,1,2,0,0,1,1,4,1,"Karipek, Yusuf Z"
REL,110,116,51,29,14,16,3,3,4,1,0,1,1,9,0,"Ward, Michael P"
REL,110,19,68,6,3,10,1,0,2,0,0,1,0,2,0,"Scheele, Genevieve V"
REL,110,167,35,17,5,4,2,2,2,1,1,1,1,4,4,"Abusharara, Bayan M"
REL,110,13,27,12,5,7,4,1,2,0,0,1,0,1,1,"Reinke, Joshua M"
REL,110,35,34,10,9,6,3,5,1,1,1,1,0,0,1,"Lloyd, Natalie"
REL,110,10,22,18,13,18,12,4,2,0,2,0,1,2,0,"Mandayam Comar, Janani"
REL,110,43,43,24,13,10,4,2,0,0,0,0,0,1,0,"Kosovych, Stefan D"
REL,110,7,21,18,8,12,3,2,2,2,0,1,2,1,0,"Djordjevic, Stefan"
REL,110,127,76,28,14,22,9,0,7,3,0,5,0,3,0,"Jones, Hannah Gene K"
REL,110,105,49,14,8,7,2,1,2,0,0,0,1,2,0,"Marshall, Levi Y"
REL,110,21,10,5,4,2,5,0,2,2,2,0,2,0,0,"Karipek, Asena"
RHET,105,1,9,18,17,12,3,1,1,0,0,0,0,4,0,"Joseph, Terra D"
RHET,105,0,5,13,2,0,1,0,0,1,0,0,0,0,0,"Stiles, Bradley J"
RHET,105,0,6,5,1,2,4,0,1,1,0,1,1,0,0,"Hamilton, Jill D"
RHET,105,0,5,8,4,2,0,1,0,0,1,0,0,0,0,"Gray, Sarah M"
RHET,105,0,43,35,19,10,1,0,0,0,0,0,0,2,0,"Morris, David"
RHET,105,0,18,34,28,2,2,2,0,0,0,0,0,0,0,"Webb, Gregory M"
RHET,105,0,9,11,8,5,2,1,1,1,0,1,0,5,0,"Brabant, Stephanie M"
RHET,105,14,19,29,11,9,3,1,0,0,0,0,0,2,0,"Ridgway, Franklin W"
RHET,105,0,14,5,2,1,0,0,0,0,0,0,0,0,0,"Price, Julie P"
RHET,105,0,5,13,17,5,0,0,1,0,0,0,0,2,0,"Godlove, Shannon N"
RHET,105,0,0,6,12,16,22,8,12,6,2,2,0,2,0,"Haynes, Robert"
RHET,105,0,78,27,21,14,3,0,2,4,0,0,0,1,2,"Snow, Spencer"
RHET,105,0,8,8,10,8,4,2,0,0,0,0,0,2,0,"Flowers, Katherine S"
RHET,105,0,8,4,4,2,2,0,0,0,0,0,0,1,0,"Hetrick, Ashley L"
RHET,105,0,2,16,30,6,3,2,0,2,0,1,1,1,0,"Ernstmeyer, Phillip W"
RHET,105,0,2,10,17,5,2,3,2,1,0,0,0,1,0,"Mcwhorter, Sara L"
RHET,105,24,52,30,9,8,0,2,0,1,0,1,0,5,0,"Weber, Rebecca"
RHET,105,0,17,1,0,2,0,0,0,0,0,0,0,2,0,"Cassinelli, Sarah M"
RHET,105,0,20,14,2,2,2,2,0,0,0,0,0,0,0,"Melko, Erica M"
RHET,105,9,26,21,14,12,9,2,2,2,3,3,1,1,2,"Cottingham, Mary Rose"
RHET,105,0,16,14,6,8,0,0,0,0,0,0,0,0,0,"Samanie, Rachel A"
RHET,105,0,47,10,1,3,3,0,0,0,0,0,0,0,2,"Vigiletti, Elyse R"
RHET,105,0,9,12,10,5,4,0,1,2,0,0,0,0,0,"Clements, Jill H"
RHET,105,0,17,20,18,10,0,0,0,0,0,0,0,1,0,"Karns, Sean"
RHET,105,0,15,28,25,11,0,1,0,2,0,0,0,3,0,"Boynton, Tom"
RHET,105,16,57,15,7,9,0,0,0,4,0,0,0,1,0,"Hapke, Gail L"
RHET,105,0,42,66,78,90,17,10,1,0,0,1,0,1,0,"Runkle, Stephen A"
RHET,105,2,46,32,4,2,2,0,0,0,0,0,0,2,0,"Sanders, John T"
RHET,105,8,14,17,17,15,5,8,2,0,0,0,0,2,0,"Penn, Darren K"
RHET,105,0,23,80,35,5,8,3,0,0,0,0,0,1,0,"Williams, Kyle J"
RHET,105,0,69,65,34,7,1,0,0,0,0,0,0,0,0,"McGuire, Lee"
RHET,105,3,25,39,29,25,14,5,4,2,1,0,0,3,0,"Wright, David C"
RHET,105,53,10,1,8,10,0,3,0,0,0,0,0,1,1,"Herakovich, Thomas"
RHET,105,0,12,2,3,2,1,1,0,0,0,0,0,0,0,"Kainulainen, Maggie J"
RHET,105,0,23,8,3,3,1,2,0,0,0,0,0,4,0,"Dick, Norah K"
RHET,105,2,12,8,10,2,4,4,0,2,0,0,0,0,0,"Musser, John J"
RHET,105,22,45,51,31,13,10,4,4,3,4,0,4,4,0,"Hays, Mary L"
RHET,105,0,8,10,12,2,6,2,2,0,0,0,0,0,0,"Rosell, Carla B"
RHET,105,11,34,14,0,1,0,0,0,1,0,2,0,2,1,"Lee, Jean Y"
RHET,105,0,30,4,2,2,0,0,2,0,0,2,0,2,0,"Simon Power, Kaia L"
RHET,105,0,2,13,8,8,8,2,2,1,0,0,0,0,0,"Thiess, Derek J"
RHET,105,0,14,5,1,2,0,0,0,0,0,0,0,0,0,"Herb, Amelia"
RHET,105,0,7,6,3,4,0,0,0,1,0,0,0,0,0,"Lebron, Georgepierre F"
RHET,105,1,10,7,1,1,0,1,1,0,0,0,0,0,0,"Scheuer, Christina B"
RHET,105,0,2,4,2,9,1,1,1,0,0,0,0,1,0,"Garber, Cecily R"
RHET,105,1,53,29,21,33,5,2,2,1,0,0,0,6,0,"Shea, Anne O"
RHET,105,0,15,2,1,1,1,1,1,0,0,0,0,0,0,"Condis, Megan A"
RHET,105,1,101,25,20,11,2,0,4,1,0,0,0,5,0,"Moss, Andrew P"
RHET,105,0,34,29,11,9,4,0,0,0,0,0,0,0,0,"Saunders, Pamela A"
RHET,105,0,67,37,14,6,2,0,1,2,0,0,0,1,0,"Wood, Elaine S"
RHET,105,0,22,48,6,4,2,1,0,2,0,1,0,0,0,"McCormick, Julie M"
RHET,105,0,4,4,3,6,1,1,1,1,0,0,0,0,0,"Ruiz, Ariana A"
RHET,105,2,12,11,13,14,5,2,3,2,1,1,0,0,0,"Tong, Xiao Di"
RHET,105,0,21,0,0,0,0,0,0,0,0,0,0,1,0,"Chanda, Debojoy"
RHET,105,6,22,21,3,6,2,3,2,0,0,0,0,1,0,"Oneil, John C"
RHET,105,10,90,24,8,12,0,2,0,0,1,0,0,2,0,"Olinger, Andrea"
RHET,105,2,25,10,4,2,0,0,0,0,0,0,0,1,0,"Dennis, Sarah"
RHET,105,4,3,7,1,2,0,1,1,1,0,0,0,1,0,"Nardi, Richard"
RHET,105,0,6,3,5,4,0,2,1,0,0,0,1,0,0,"Bechtold, Rebeccah B"
RHET,105,0,36,44,28,10,0,0,0,6,0,0,0,4,2,"Beach, Jensen W"
RHET,105,1,5,0,4,4,0,1,4,0,1,0,0,1,0,"Croan, Blair B"
RHET,105,2,11,5,2,0,0,0,2,0,0,0,0,0,0,"Garcia-Crespo, Naida"
RHET,105,13,97,35,25,30,12,3,5,4,2,0,0,10,1,"Livingston, Julia R"
RHET,105,5,6,11,5,6,4,1,0,0,1,0,0,3,2,"Korman, Adam S"
RHET,105,19,87,4,4,7,3,1,0,1,0,1,0,3,0,"Cooper, Bethany R"
RHET,105,0,10,43,17,34,16,4,7,1,1,0,0,1,2,"Odom, Michael J"
RHET,105,0,2,20,6,4,4,0,0,0,2,0,2,2,0,"Cherolis, Stephanie M"
RHET,105,3,11,27,9,4,6,2,0,1,0,0,0,0,0,"Moore, John L"
RHET,105,2,9,5,2,1,0,0,0,0,0,1,0,2,0,"Oliverio, Lisa"
