Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
PHIL,102,5,280,79,62,114,78,42,59,39,15,34,15,107,5,"Fitts, Jesse J"
PHIL,102,19,19,15,7,3,4,2,3,0,1,0,2,2,0,"Rokosz, Steven D"
PHIL,102,0,23,12,5,10,6,6,1,5,0,0,3,1,0,"Schwartzenberg, Elena A"
PHIL,102,4,20,34,18,26,16,12,8,4,4,0,0,8,0,"Horne, Zachary S"
PHIL,102,2,11,2,10,1,8,4,6,3,0,9,0,0,1,"Owens, Kiefer J"
PHIL,102,7,20,17,8,6,6,5,1,2,1,1,0,3,0,"Nesse, Glen A"
PHIL,102,3,13,11,12,8,2,2,3,3,2,3,2,3,0,"Smith, Andrew L"
PHIL,102,106,205,148,98,112,69,68,43,31,14,18,18,59,3,"Edwards, Adam D"
PHIL,102,0,22,6,2,5,0,0,0,0,0,0,0,0,0,"Wengert, Robert G"
PHIL,102,0,71,35,25,35,18,9,7,3,2,3,0,3,2,"Craw, John J"
PHIL,102,2,16,11,5,5,1,0,2,2,0,1,0,0,0,"Alsup, Clayton"
PHIL,102,7,19,8,2,8,7,5,3,0,1,0,0,2,0,"Keller, James"
PHIL,102,10,8,18,12,7,11,7,6,3,3,0,2,14,2,"Saenz, Noel B"
PHIL,102,4,12,6,5,6,4,0,0,0,0,0,0,0,0,"Remhof, Justin M"
PHIL,102,2,16,5,4,4,7,1,5,1,1,0,0,2,0,"Polk, Amber R"
PHIL,102,0,9,9,12,11,9,5,4,1,1,0,0,0,2,"Plebuch, Damian V"
PHIL,102,2,149,32,26,24,20,16,13,7,4,7,1,16,1,"Ernst, Michael J"
PHIL,102,7,23,18,24,18,19,6,5,4,0,2,2,5,0,"Bowen, Adam J"
PHIL,102,3,4,5,4,12,2,3,3,0,0,0,0,0,1,"Harris, Cody R"
PHIL,102,0,17,9,14,10,5,5,0,2,1,1,2,0,0,"Bernal, Juan C"
PHIL,102,4,27,27,17,16,11,6,3,1,1,0,1,0,0,"Lee, Steven F"
PHIL,102,0,18,4,11,16,9,5,4,0,1,2,0,5,0,"Hendricksen, Christopher"
PHIL,102,5,16,22,14,8,1,0,1,1,0,4,0,2,1,"Mack, Eric A"
PHIL,102,3,8,8,19,10,5,0,3,1,0,0,1,0,0,"Spino, Joseph M"
PHIL,102,0,16,14,20,10,6,2,0,0,0,0,0,0,0,"Wassell, Michael D"
PHIL,102,0,10,9,10,15,4,6,2,3,2,0,1,0,1,"Anderson, Lucas J"
PHIL,102,0,29,12,16,4,2,1,1,1,0,0,0,1,0,"Meyer, Daniel W"
PHIL,102,9,60,15,12,10,7,2,5,2,1,1,2,3,0,"Lee, Seungil"
PHIL,102,0,24,13,15,13,5,3,4,3,1,0,0,3,0,"Frank, Devin"
PHIL,102,14,9,8,3,4,4,2,0,1,0,0,1,1,0,"Ross, Ryan D"
PHIL,102,0,20,14,20,26,26,8,6,4,0,0,2,4,0,"Clevenger, John H"
PHIL,102,15,9,7,2,4,3,2,2,1,0,1,0,1,0,"Louzon, Nicholas J"
PHIL,102,2,47,9,3,5,4,4,2,0,1,0,0,0,0,"Rabern, Brian"
PHIL,102,62,39,22,24,10,14,5,2,0,1,2,1,5,0,"Sanders, Kirk"
PHIL,102,8,24,28,21,13,8,9,6,3,0,1,2,4,0,"Gyenis, Balazs"
PHIL,102,1,7,21,19,11,6,3,1,2,1,0,0,0,1,"Maher, Patrick L"
PHIL,102,10,38,28,16,18,11,7,19,8,4,5,4,6,1,"Gilbert, David R"
PHIL,103,3,7,11,5,3,2,0,3,4,0,2,0,5,0,"Hegger, Ian M"
PHIL,103,8,20,9,9,7,9,5,3,7,1,1,4,5,0,"Livengood, Jonathan M"
PHIL,103,6,5,10,3,3,1,1,3,1,2,2,1,7,2,"Louzon, Nicholas J"
PHIL,103,0,13,0,0,7,0,0,0,0,0,0,0,1,0,"Khan, Camron D"
PHIL,103,4,6,10,6,5,2,1,7,1,0,1,0,4,0,"Higgins, Andrew A"
PHIL,103,23,12,8,2,6,3,2,0,6,0,0,2,3,1,"Saenz, Noel B"
PHIL,103,2,6,5,3,7,5,2,3,3,2,3,2,5,0,"Coulter, Richard B"
PHIL,103,0,25,0,0,10,0,0,7,0,0,2,0,2,0,"Craw, John J"
PHIL,103,6,8,2,5,5,3,2,2,2,0,4,0,6,1,"Estrup, Adam W"
PHIL,103,4,21,10,7,1,2,5,2,4,1,0,2,0,0,"Polk, Amber R"
PHIL,103,1,8,4,6,11,8,5,7,3,2,4,4,7,2,"Weaver, Christopher G"
PHIL,103,4,5,8,7,5,5,2,2,1,0,5,1,2,1,"Tomaszewski, Christopher"
PHIL,104,0,3,2,5,6,2,2,0,0,0,0,1,0,1,"Bernal, Juan C"
PHIL,104,0,4,3,6,5,1,2,0,1,0,1,0,0,0,"Keller, James"
PHIL,105,2,6,13,9,13,9,3,3,1,1,0,2,1,0,"Horne, Zachary S"
PHIL,105,3,3,7,8,10,4,3,1,1,0,1,0,5,0,"Bojanowski, Jochen"
PHIL,105,1,4,14,7,14,15,4,3,0,0,2,0,2,1,"Owens, Kiefer J"
PHIL,105,0,6,3,6,9,3,3,4,0,0,0,0,0,0,"Richeson, Christian F"
PHIL,105,2,16,10,6,16,1,1,4,1,0,0,0,2,1,"Whaley, Kristin S"
PHIL,105,0,2,2,8,5,0,2,1,2,0,0,3,0,0,"Ellis, Addison C"
PHIL,105,0,1,7,4,8,5,1,3,0,2,0,0,2,0,"Keller, James"
PHIL,105,8,37,47,56,30,11,6,5,2,0,2,2,3,0,"Wang, Yirong"
PHIL,105,0,3,2,2,4,1,2,2,1,4,0,0,1,0,"Clark, Justin"
PHIL,105,0,7,9,10,17,11,11,1,4,0,0,1,1,1,"Plebuch, Damian V"
PHIL,105,0,19,15,16,18,3,2,1,0,0,0,0,1,0,"Harmon, Ian T"
PHIL,105,0,16,10,10,15,10,3,5,5,0,1,0,2,0,"Uhall, Michael B"
PHIL,105,4,18,44,44,30,4,4,0,0,0,0,0,0,0,"Dyschkant, Alexis N"
PHIL,105,2,9,12,13,21,5,2,0,1,0,0,0,2,0,"Hendricksen, Christopher"
PHIL,105,0,17,18,16,15,6,2,1,0,1,0,0,0,1,"Wassell, Michael D"
PHIL,105,0,7,16,10,12,6,5,1,2,1,0,0,1,0,"Strauss, Gregg P"
PHIL,105,0,3,4,6,10,6,2,1,0,1,0,1,3,1,"Harper, Aaron M"
PHIL,105,0,4,10,13,13,10,3,2,0,1,1,0,0,0,"Garcia Plazaola, Iker"
PHIL,105,2,14,8,6,14,10,4,8,2,0,0,0,0,0,"Higgins, Andrew A"
PHIL,105,0,2,5,11,8,4,3,1,1,0,0,1,0,0,"Jeffries, Harvey J"
PHIL,105,0,3,2,6,10,0,0,0,0,0,1,1,5,0,"Sussman, David G"
PHIL,202,0,7,8,0,0,1,0,0,3,0,0,0,12,1,"Leland, Patrick R"
PHIL,210,2,15,11,8,3,11,2,2,2,1,0,0,0,0,"Alsup, Clayton"
PHIL,210,2,23,18,11,6,2,3,0,1,0,0,0,0,0,"Spino, Joseph M"
PHIL,214,7,38,19,12,9,6,5,1,3,0,0,0,1,1,"Livengood, Jonathan M"
PHIL,214,0,3,17,18,10,3,5,0,1,1,0,0,1,0,"Albrecht, Ingrid V"
PHIL,214,0,5,20,21,14,2,1,0,0,0,0,0,0,0,"Shea, Brendan P"
PHIL,214,0,5,9,6,7,6,4,1,0,0,0,0,0,1,"Higgins, Andrew A"
PHIL,214,0,1,13,8,7,1,1,1,0,0,0,0,1,0,"Meyer, Daniel W"
PHYS,100,337,574,375,446,667,237,83,137,53,45,24,12,6,14,"Lundsgaard, Morten"
PHYS,100,35,444,176,231,540,104,40,101,34,12,6,1,0,4,"Gladding, Gary E"
PHYS,100,321,169,117,92,73,58,65,25,22,20,6,14,9,6,"Kuo, Eric P"
PHYS,101,202,173,132,113,92,126,110,104,97,70,50,51,28,11,"Willenbrock, Scott S"
PHYS,101,64,86,74,92,76,96,102,106,66,64,40,58,24,6,"Aksimentiev, Oleksii"
PHYS,101,30,40,28,28,29,44,32,50,34,16,13,18,2,3,"Ha, Taekjip"
PHYS,101,186,233,133,147,131,162,145,148,90,91,55,76,26,13,"Mestre, Jose"
PHYS,101,32,40,32,28,28,30,33,34,17,14,12,25,11,8,"Witek, Helvi"
PHYS,101,72,61,40,31,41,33,31,37,31,13,20,13,1,6,"Kim, Sangjin"
PHYS,101,255,289,208,178,196,254,195,218,153,84,55,93,28,12,"Gammie, Charles F"
PHYS,101,24,27,17,43,33,29,27,19,18,22,15,5,7,0,"Yunes, Nicolas"
PHYS,101,91,103,76,52,67,78,79,74,54,55,29,52,17,5,"Halfpap, Bradford L"
PHYS,101,164,172,116,114,105,130,133,149,80,59,39,38,26,10,"Kuhlman, Thomas E"
PHYS,102,50,65,72,55,71,63,51,56,36,12,8,16,2,1,"Willenbrock, Scott S"
PHYS,102,80,84,65,65,52,43,45,36,30,20,12,13,4,0,"Ansell, Katherine A"
PHYS,102,146,115,78,73,65,77,54,51,40,23,17,17,3,2,"Schulte, Elaine C"
PHYS,102,31,49,32,29,33,48,47,43,24,12,8,12,4,0,"Stelzer, Timothy J"
PHYS,102,58,90,73,78,52,110,61,69,70,31,20,24,7,5,"Demarco, Brian L"
PHYS,102,24,55,28,29,28,35,32,33,24,19,10,6,4,2,"Mason, Nadya"
PHYS,102,51,76,51,47,58,48,43,53,41,19,11,18,9,1,"Kuehn, Seppe"
PHYS,102,28,76,68,63,77,69,53,48,37,26,14,10,1,4,"Holder, Gilbert"
PHYS,102,177,318,218,250,242,273,200,213,167,88,68,74,26,15,"Chemla, Yann R"
PHYS,102,48,87,58,60,42,50,46,48,37,18,17,20,7,0,"Kuhlman, Thomas E"
PHYS,211,1098,860,512,508,419,418,334,358,277,173,139,192,108,38,"Selen, Mats A"
PHYS,211,33,31,21,26,39,13,21,14,11,1,2,3,3,0,"MacDougall, Gregory"
PHYS,211,64,69,59,56,52,66,58,65,44,23,20,28,10,4,"Cooper, S L"
PHYS,211,69,81,52,39,35,42,28,27,20,13,6,18,8,3,"Tsokaros, Antonios"
PHYS,211,147,140,82,91,91,28,27,22,9,9,9,5,4,2,"Noronha-Hostler, Jacquely"
PHYS,211,175,150,100,95,70,69,44,48,27,13,11,21,9,4,"Goldschmidt, Elizabeth A"
PHYS,211,86,94,71,31,37,38,27,33,24,24,10,22,6,0,"Covey, Jacob P"
PHYS,211,169,157,99,89,66,77,70,60,55,35,17,38,23,12,"Stone, Michael"
PHYS,211,60,68,58,72,91,70,51,44,19,12,12,2,18,1,"Draper, Patrick I"
PHYS,211,126,105,65,62,39,59,59,68,52,45,38,46,33,3,"Holder, Gilbert"
PHYS,211,411,347,237,211,174,198,152,158,134,86,41,90,46,20,"Gollin, George D"
PHYS,211,255,209,126,119,110,93,85,96,55,52,42,66,36,8,"Mestre, Jose"
PHYS,211,112,110,50,49,42,56,37,46,20,16,19,10,7,3,"Kuo, Eric P"
PHYS,211,101,101,56,70,73,83,84,62,52,43,32,40,11,1,"Sickles, Anne M"
PHYS,211,64,37,29,22,10,28,17,22,21,9,6,13,8,3,"Adshead, Peter J"
PHYS,211,95,54,40,37,44,57,63,55,30,21,20,27,19,1,"Yang, Liang"
PHYS,211,70,56,53,39,40,68,44,39,47,35,27,31,12,6,"Madhavan, Vidya"
PHYS,211,989,843,513,456,420,436,364,319,257,170,132,162,87,37,"Stelzer, Timothy J"
PHYS,211,64,65,51,62,83,50,49,27,11,8,8,4,10,1,"Gadway, Bryce"
PHYS,212,163,112,87,78,53,87,71,64,77,27,27,32,20,5,"Kou, Angela"
PHYS,212,180,203,170,113,149,234,152,197,147,114,89,64,46,13,"Gladding, Gary E"
PHYS,212,61,78,50,61,62,74,54,45,43,23,11,12,9,1,"Grosse Perdekam, Matthias"
PHYS,212,166,163,93,77,72,94,84,93,53,46,30,45,17,12,"Hooberman, Benjamin"
PHYS,212,130,102,87,79,64,104,83,89,81,60,56,74,27,7,"Kuehn, Seppe"
PHYS,212,81,78,45,47,39,55,48,55,40,30,22,24,12,0,"Holder, Gilbert"
PHYS,212,195,120,57,73,49,61,69,41,59,21,11,9,13,0,"Mahmood, Fahad"
PHYS,212,75,94,61,66,55,62,58,50,52,21,10,21,9,8,"Mestre, Jose"
PHYS,212,156,136,95,81,85,109,99,89,92,31,17,17,20,1,"Sickles, Anne M"
PHYS,212,48,35,20,19,26,30,18,15,17,12,13,9,5,5,"Adshead, Peter J"
PHYS,212,73,57,49,72,66,39,25,20,5,9,4,0,0,1,"Yang, Liang"
PHYS,212,66,67,73,104,97,61,59,23,15,7,3,2,2,2,"Willenbrock, Scott S"
PHYS,212,26,20,16,19,24,24,31,17,20,17,14,18,8,3,"DeMarco, Brian L"
PHYS,212,1099,940,558,559,582,578,550,528,456,276,186,269,97,28,"Stelzer, Timothy J"
PHYS,212,211,304,224,201,199,301,217,227,206,135,118,124,47,23,"Beck, Douglas H"
PHYS,212,115,169,104,87,102,125,103,94,86,45,41,47,19,6,"Budakian, Raffi"
PHYS,212,92,122,77,94,101,106,93,94,81,45,57,74,17,6,"Mason, Nadya"
PHYS,212,29,21,9,12,10,13,15,11,14,1,3,1,2,0,"Vieira, Joaquin D"
PHYS,212,112,100,65,51,51,65,62,51,34,28,26,35,16,5,"Faulkner, Thomas"
PHYS,213,33,17,15,13,12,11,21,6,11,10,3,2,5,0,"Vishveshwara, Smitha"
PHYS,213,154,200,108,91,173,122,74,82,76,21,27,24,15,2,"Eckstein, James N"
PHYS,213,182,171,72,81,78,95,70,77,95,17,9,3,10,3,"Covey, Jacob P"
PHYS,213,45,52,37,33,25,42,35,33,32,23,12,23,14,0,"Wagner, Lucas"
PHYS,213,43,42,37,41,58,47,50,29,26,33,20,11,20,4,"Thaler, Jon J"
PHYS,213,261,254,194,175,158,198,141,148,117,63,53,45,18,2,"Wagner, Lucas K"
PHYS,213,41,49,45,54,44,53,46,56,48,29,27,33,16,0,"Hughes, Taylor L"
PHYS,213,315,200,136,141,116,132,98,140,95,59,38,40,14,0,"Bradlyn, Barry J"
PHYS,213,103,134,151,180,213,176,191,158,142,49,62,55,57,8,"Budakian, Raffi"
PHYS,213,519,497,393,384,414,475,467,444,347,232,164,221,116,18,"Kwiat, Paul G"
PHYS,213,14,16,24,29,42,28,36,25,19,17,8,5,6,1,"Clegg, Robert M"
PHYS,213,59,64,40,64,69,60,24,29,20,20,9,11,16,0,"Gadway, Bryce"
PHYS,214,20,25,15,13,10,10,10,14,3,2,3,2,2,0,"Vishveshwara, Smitha"
PHYS,214,104,210,152,138,150,129,105,102,56,44,34,27,14,11,"Eckstein, James N"
PHYS,214,217,140,125,78,62,66,59,47,25,26,10,15,5,2,"Covey, Jacob P"
PHYS,214,34,37,50,42,57,47,53,54,41,32,19,7,13,9,"Thaler, Jon J"
PHYS,214,198,224,133,166,184,186,146,177,131,100,58,74,28,8,"Wagner, Lucas K"
PHYS,214,19,25,23,23,28,23,33,22,24,14,15,10,5,2,"Hughes, Taylor L"
PHYS,214,212,225,174,140,139,135,103,124,81,46,18,31,10,3,"Bradlyn, Barry J"
PHYS,214,109,148,135,200,271,174,233,145,157,64,54,47,30,34,"Budakian, Raffi"
PHYS,214,636,619,469,523,516,551,531,506,374,291,180,199,88,47,"Kwiat, Paul G"
PHYS,214,8,21,21,13,35,27,24,15,21,10,3,5,4,2,"Clegg, Robert M"
PHYS,214,51,61,48,70,81,48,30,47,17,13,10,4,5,5,"Gadway, Bryce"
PHYS,325,59,33,19,17,23,10,1,7,3,0,4,3,1,0,"Holder, Gilbert"
PHYS,435,11,19,14,15,7,9,3,2,0,0,0,0,0,0,"Eckstein, James N"
PHYS,436,8,14,13,3,3,4,0,0,0,0,0,0,0,0,"Eckstein, James N"
PHYS,580,12,7,10,3,2,2,2,3,4,2,0,2,0,0,"Leigh, Robert G"
PLPA,407,3,25,13,8,9,8,0,4,2,0,1,0,0,0,"Pataky, Jerald K"
PS,100,2,10,5,6,8,5,3,5,0,0,0,0,3,0,"Estes, Kyle"
PS,100,0,11,5,1,3,1,0,0,0,0,0,0,0,0,"Evans, Jillian E"
PS,100,0,9,21,16,6,2,3,1,1,0,3,0,5,0,"Kim, Myung Jung"
PS,100,11,6,11,14,2,4,5,3,5,1,0,0,5,0,"Dilgin, Tolgahan"
PS,100,9,30,37,14,8,6,5,5,1,3,4,1,13,1,"Brennan, Bernard J"
PS,100,19,16,14,4,6,3,2,4,0,0,1,1,2,0,"Lu, Lu"
PS,100,2,16,13,11,7,2,3,1,2,0,2,2,5,1,"Huh, Seung-Uk"
PS,100,47,47,20,12,1,4,2,1,3,1,0,2,9,0,"Rha, Yea Jin"
PS,100,2,9,19,9,6,1,0,0,1,1,2,0,3,1,"Chu, Yuan-Ning"
PS,100,7,24,39,21,9,6,3,1,1,0,0,1,1,0,"Bail, Kristin M"
PS,100,0,9,4,4,3,2,0,0,0,0,0,0,1,0,"Pack, Tyler J"
PS,100,0,37,22,4,4,3,0,1,0,0,0,1,1,0,"Leffingwell, Sarah K"
PS,100,3,18,19,6,9,3,2,1,1,1,0,1,2,0,"Griffin, Caleb"
PS,100,0,7,12,10,13,2,7,4,1,0,0,0,1,0,"Pettit, William M"
PS,100,10,17,6,8,11,7,3,1,1,0,1,0,1,0,"Ksiazkiewicz, Aleksander"
PS,100,1,7,5,0,5,0,2,1,1,2,0,1,0,0,"Lassi, Leif T"
PS,100,1,9,2,5,0,2,1,1,0,0,0,0,0,0,"Paschall, Collin E"
PS,100,7,10,11,13,7,9,0,5,4,0,1,2,1,0,"Iannantuoni, Alice"
PS,100,11,14,12,9,6,6,1,3,3,0,0,1,4,0,"Wisnosky, Daniel A"
PS,100,6,10,9,6,5,1,3,2,2,0,0,0,4,0,"Cawvey, Matthew"
PS,100,1,5,6,4,2,5,0,4,0,1,0,0,2,0,"Kim, Sanghoon"
PS,100,11,22,27,13,5,6,0,3,0,0,1,0,3,2,"Pryor, Matthew R"
PS,100,1,10,3,2,7,1,0,1,0,0,0,0,0,0,"Lassi, Thomas L"
PS,100,3,18,10,17,16,6,3,2,4,0,0,0,2,0,"Kourtikakis, Konstantinos"
PS,101,0,44,15,6,4,0,0,1,0,1,0,0,1,1,"Uhall, Michael B"
PS,101,0,25,11,6,8,5,0,6,0,0,2,0,4,1,"Baser, Ekrem T"
PS,101,3,15,1,4,4,0,0,0,0,1,0,1,3,0,"Estes, Kyle"
PS,101,0,12,20,22,3,4,4,2,1,0,1,0,0,0,"Powers, Matthew A"
PS,101,1,14,12,10,11,4,1,3,0,2,1,0,9,0,"Niece, Blair L"
PS,101,13,83,0,2,8,0,0,0,0,0,1,0,0,0,"Miller, Joseph T"
PS,101,6,12,22,30,30,28,13,15,5,1,4,2,3,2,"Miler, Kristina C"
PS,101,0,0,5,6,6,5,12,14,5,3,3,3,7,1,"Selin, Jennifer L"
PS,101,12,35,15,9,16,10,8,4,2,1,2,0,3,0,"Perez, Eristeo J"
PS,199,11,27,11,9,14,7,3,1,1,0,1,0,3,0,"Sin, Gisela"
PS,201,9,6,3,1,1,1,1,0,0,0,0,0,8,1,"Mullins, Stephen T"
PS,201,24,14,6,4,4,2,1,2,2,2,0,0,3,0,"Jung, Seyoung"
PS,201,25,17,7,6,7,0,1,1,0,1,0,0,1,0,"Wisnosky, Daniel A"
PS,201,47,13,3,1,0,1,0,1,1,0,1,1,0,0,"Tuhtasunov, Ikromjon"
PS,201,32,14,2,2,6,1,2,6,0,0,0,0,1,0,"Moreira, Jair A"
PS,201,60,44,27,11,13,7,4,6,6,1,0,1,10,2,"Pryor, Matthew R"
PS,201,17,22,27,11,16,9,3,7,2,4,1,2,12,1,"Cho, HyunJoo"
PS,201,10,17,27,8,10,6,3,4,8,0,1,0,2,0,"Chu, Yuan-Ning"
PS,201,7,23,23,20,11,8,9,3,11,4,1,1,8,0,"Khan, Aleena"
PS,220,0,4,3,0,7,6,1,1,0,0,0,0,1,0,"Ritchie, Melinda N"
PS,225,3,10,8,10,9,12,3,1,3,2,0,0,5,0,"Usry, Kaye"
PS,230,6,8,3,1,3,1,0,1,0,1,0,0,2,0,"Moreira, Jair A"
PS,230,6,8,3,1,4,2,1,1,0,1,1,0,1,0,"Kim, Sanghoon"
PS,240,12,24,3,5,5,0,2,4,1,0,0,1,5,0,"Kent, Andrea K"
PS,240,0,2,4,4,6,3,2,2,3,2,1,0,0,0,"Chereson, Peter J"
PS,241,9,19,10,9,9,3,3,1,2,0,1,1,7,0,"Scheirer, Julian T"
PS,241,1,10,8,11,9,4,4,2,3,0,3,0,5,1,"Zhong, Wei"
PS,241,4,11,4,3,1,4,0,2,1,0,0,0,0,0,"Iannantuoni, Alice"
PS,241,4,3,1,4,2,2,1,0,1,1,1,0,1,0,"Martinez, Gina M"
PS,241,4,11,10,13,8,6,1,4,1,0,2,2,5,0,"Wisnosky, Daniel A"
PS,241,3,21,12,5,9,5,2,2,2,1,2,0,0,0,"Pettit, William M"
PS,241,1,3,3,3,3,1,2,2,2,1,0,0,4,1,"Kim, Sanghoon"
PS,241,6,16,9,9,6,3,3,1,2,3,1,1,6,0,"Pryor, Matthew R"
PS,241,0,15,11,5,4,2,3,2,2,1,1,1,10,1,"Morelock, Jessica L"
PS,241,0,8,4,5,7,2,1,2,0,0,0,0,0,0,"Dotter, Rachael"
PS,241,1,13,18,16,5,1,0,1,0,0,0,0,0,0,"Gandhi, Rajmohan"
PS,280,3,18,15,27,22,12,12,14,5,2,0,2,2,1,"Hendrickson, Ryan C"
PS,280,5,21,9,6,6,5,3,1,0,1,1,0,2,1,"Brennan, Bernard J"
PS,280,11,14,14,16,24,22,9,9,10,2,11,2,8,0,"Chaudoin, Robert S"
PS,280,1,9,1,2,4,0,1,3,2,0,1,0,1,1,"Townsen, Ashly A"
PS,280,2,17,32,45,54,42,24,21,13,12,9,7,7,1,"Allee, Todd L"
PS,280,0,24,32,5,13,4,4,2,0,0,1,0,2,0,"Hastings, Laura A"
PS,280,0,7,13,11,7,6,9,4,1,0,1,1,5,1,"Niece, Blair L"
PS,280,0,20,0,0,3,0,0,3,0,0,0,0,0,0,"Miller, Joseph T"
PS,280,6,48,31,30,14,10,2,0,12,2,0,2,29,0,"Robinson, Todd C"
PS,280,0,23,13,7,6,2,3,2,1,0,0,2,2,0,"Cho, Jaeseok"
PS,280,4,10,6,4,5,1,0,1,0,0,0,1,0,0,"Lassi, Thomas L"
PS,280,13,40,16,6,3,1,3,0,0,0,0,0,1,0,"Nagashima, Daniel"
PS,280,0,54,46,67,73,43,27,27,16,2,1,1,5,1,"Vasquez, John A"
PS,280,2,1,6,17,12,5,8,3,3,0,2,0,5,4,"Irish, Adam C"
PS,280,0,14,13,9,11,2,3,3,3,0,0,0,3,1,"Pack, Tyler J"
PS,283,2,3,4,5,3,2,2,1,0,0,0,0,1,0,"Lassi, Thomas L"
PS,300,5,21,21,11,6,11,3,1,3,0,0,2,5,0,"Dragu, Tiberiu C"
PS,300,0,13,7,1,1,1,1,0,0,0,0,0,0,0,"Bowers, Jake"
PS,300,7,6,2,1,2,1,4,0,0,0,2,0,1,0,"Miller, Steven V"
PS,300,6,12,13,8,2,2,1,0,0,0,0,0,2,0,"Sin, Gisela"
PS,300,0,16,14,11,29,10,3,14,0,0,1,0,4,2,"Malekafzali, Farhad"
PS,300,0,8,6,6,2,0,0,0,0,0,0,0,1,0,"Hastings, Laura A"
PS,300,0,11,11,8,18,6,2,5,0,0,5,0,0,0,"Wong, Cara J"
PS,300,0,103,23,21,10,4,4,2,0,0,0,0,2,0,"Grossman, Nicholas"
PS,300,0,16,10,9,19,16,4,5,1,1,1,0,0,1,"Cho, Wendy K"
PS,300,15,50,24,19,11,4,8,2,3,0,0,0,4,0,"Rumsey, Jessie G"
PS,300,15,39,57,22,8,2,5,1,1,0,0,0,2,2,"Weir, Bonnie A"
PS,300,0,16,8,4,2,8,0,4,0,0,0,0,4,2,"Kourtikakis, Konstantinos"
PS,300,0,14,13,6,9,3,3,0,0,0,0,0,1,0,"Vasquez, John A"
PS,499,19,27,7,3,4,1,0,2,0,0,1,0,3,0,"Wedig, Timothy E"
PS,499,1,12,5,2,6,1,0,0,0,0,0,0,0,0,"Malekafzali, Farhad"
PSYC,100,15,32,32,40,45,34,14,13,5,9,11,4,6,7,"Baer, Neil T"
PSYC,100,18,35,21,50,65,47,47,33,10,12,16,5,24,3,"Luke, Steven G"
PSYC,100,1,2,0,9,6,1,0,6,1,2,0,0,1,0,"Kim, Grace S"
PSYC,100,4,10,15,18,20,4,13,4,0,0,2,0,0,0,"Hall, Nathaniel P"
PSYC,100,3,15,10,4,4,1,1,2,1,0,0,0,3,0,"Sanchez Hernand, Fernando"
PSYC,100,22,21,14,5,6,4,4,1,0,1,2,1,1,0,"Wang, Yiqiang"
PSYC,100,6,36,22,42,20,16,16,4,4,2,4,2,6,0,"Tullis, Jonathan G"
PSYC,100,5,7,12,17,18,11,6,10,2,0,2,0,2,0,"Chen, Eva C"
PSYC,100,6,10,15,13,26,12,9,6,4,1,1,1,2,0,"Sugimura, Niwako"
PSYC,100,4,12,15,11,13,7,15,7,3,2,0,0,5,0,"Yao, Richard"
PSYC,100,5,6,13,9,17,12,8,7,4,4,1,0,2,0,"Rubin, Rachael D"
PSYC,100,6,8,4,23,16,8,11,7,4,0,2,1,0,0,"Jensen, Melinda S"
PSYC,100,2,11,7,6,4,7,1,1,2,1,1,1,2,0,"Perriello, Christine L"
PSYC,100,10,32,16,13,6,2,1,5,1,1,1,0,3,0,"Cerna, Jonathan"
PSYC,100,4,9,7,15,13,14,5,4,1,2,0,0,3,0,"Harrington Stac, Caoimhe"
PSYC,100,523,1932,1281,1456,2364,921,632,905,319,234,265,84,338,44,"Travis, Lisa L"
PSYC,100,37,68,35,12,5,6,4,2,3,1,1,0,8,1,"Hu, Yifan"
PSYC,100,9,21,16,41,23,12,20,10,3,2,1,2,2,0,"Zhang, Michael"
PSYC,100,9,24,30,14,5,5,5,0,0,0,0,0,1,0,"Gardner, Jennie C"
PSYC,100,46,75,55,25,10,2,3,4,1,1,1,0,3,1,"Venerable, Walter J"
PSYC,100,5,11,11,17,13,14,7,6,2,2,1,1,2,0,"Lim, Noriel E"
PSYC,100,5,12,6,16,17,9,7,7,3,2,1,0,0,0,"Baniqued, Pauline"
PSYC,100,3,12,6,19,13,9,10,6,3,1,4,2,3,0,"Coronel, Jason"
PSYC,100,5,10,8,15,24,6,10,4,4,1,4,0,3,1,"Finley, Jason R"
PSYC,100,19,5,3,1,3,0,0,0,0,1,0,0,2,0,"Baginski, Caroline M"
PSYC,100,22,50,44,64,62,50,26,18,12,7,4,1,10,3,"Perino, Michael T"
PSYC,100,4,9,9,10,10,10,13,9,1,5,2,2,2,1,"Horne, Zachary S"
PSYC,100,25,49,15,11,17,7,4,2,1,0,0,0,6,0,"Whitlock, Jonathon S"
PSYC,100,3,2,7,6,7,4,4,3,0,0,2,0,6,0,"Cronin, Deborah A"
PSYC,100,11,43,15,9,1,2,2,2,1,1,0,1,5,0,"Olshan, Sarah M"
PSYC,100,9,7,9,5,1,3,1,0,2,1,2,0,5,1,"Quasebarth, Andi L"
PSYC,100,8,21,11,21,21,11,12,6,2,5,3,3,8,2,"Carlson, Crystal"
PSYC,100,13,81,41,59,68,22,11,23,10,1,3,4,4,0,"Ortega, Lilyana"
PSYC,100,3,5,4,11,7,4,6,1,3,0,1,0,0,0,"Masood, Nausheen"
PSYC,100,10,26,23,31,36,20,12,9,6,3,3,1,3,1,"Bohn, Lauren E"
PSYC,100,7,46,38,19,17,16,5,11,6,2,2,4,9,2,"Quan, Xiang"
PSYC,100,25,25,6,11,3,4,3,3,2,1,0,0,3,0,"Castro Leon, Ariana A"
